ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes
2581,20,3,34,2023-03-09,2023-03-09 14:00:00,2023-03-09 22:00:00,79.28,2.36,9,Quality hold pending inspection.
2582,171,29,40,2025-05-05,2025-05-05 06:00:00,2025-05-05 14:00:00,22.53,0.32,11,
2583,135,20,42,2025-11-21,2025-11-21 14:00:00,2025-11-21 22:00:00,17.48,1.86,13,
2584,50,7,43,2024-09-30,2024-09-30 22:00:00,2024-10-01 06:00:00,126.28,1.91,16,Unscheduled machine downtime.
2585,390,5,71,2024-10-31,2024-10-31 06:00:00,2024-10-31 14:00:00,73.25,1.84,12,Unscheduled machine downtime.
2586,248,5,77,2024-04-13,2024-04-13 22:00:00,2024-04-14 06:00:00,73.96,14.62,101,Quality hold pending inspection.
2587,164,18,33,2023-01-17,2023-01-17 14:00:00,2023-01-17 22:00:00,135.66,0.35,11,Quality hold pending inspection.
2588,273,20,33,2024-08-01,2024-08-01 22:00:00,2024-08-02 06:00:00,45.5,1.33,19,Minor tooling adjustment required.
2589,314,11,11,2024-01-15,2024-01-15 14:00:00,2024-01-15 22:00:00,92.74,2.15,8,
2590,264,32,34,2023-05-29,2023-05-29 22:00:00,2023-05-30 06:00:00,122.37,2.53,6,Unscheduled machine downtime.
2591,378,11,6,2024-04-17,2024-04-17 14:00:00,2024-04-17 22:00:00,50.38,1.13,7,Material shortage caused brief stoppage.
2592,375,8,30,2024-12-26,2024-12-26 22:00:00,2024-12-27 06:00:00,55.27,0.75,3,Unscheduled machine downtime.
2593,56,18,63,2025-09-29,2025-09-29 06:00:00,2025-09-29 14:00:00,6.9,0.04,133,Quality hold pending inspection.
2594,63,31,30,2025-05-18,2025-05-18 22:00:00,2025-05-19 06:00:00,81.95,0.2,169,
2595,268,25,23,2024-10-28,2024-10-28 22:00:00,2024-10-29 06:00:00,9.15,0.26,0,Operator changeover mid-shift.
2596,92,12,35,2024-02-15,2024-02-15 22:00:00,2024-02-16 06:00:00,141.23,25.86,5,
2597,483,19,6,2024-01-21,2024-01-21 06:00:00,2024-01-21 14:00:00,124.22,3.49,1,
2598,237,30,14,2024-07-12,2024-07-12 22:00:00,2024-07-13 06:00:00,37.11,4.4,152,Minor tooling adjustment required.
2599,327,5,17,2025-07-17,2025-07-17 14:00:00,2025-07-17 22:00:00,57.03,7.24,13,Unscheduled machine downtime.
2600,380,8,67,2024-11-20,2024-11-20 14:00:00,2024-11-20 22:00:00,17.39,0.38,9,Unscheduled machine downtime.
2601,10,26,35,2024-09-01,2024-09-01 06:00:00,2024-09-01 14:00:00,126.77,3.65,11,Quality hold pending inspection.
2602,355,31,72,2024-10-14,2024-10-14 06:00:00,2024-10-14 14:00:00,140.79,2.71,75,Operator changeover mid-shift.
2603,161,14,72,2025-07-22,2025-07-22 22:00:00,2025-07-23 06:00:00,124.38,0.34,102,Unscheduled machine downtime.
2604,476,9,47,2025-03-27,2025-03-27 22:00:00,2025-03-28 06:00:00,47.54,1.32,16,
2605,349,29,2,2025-03-18,2025-03-18 14:00:00,2025-03-18 22:00:00,95.46,0.63,18,Material shortage caused brief stoppage.
2606,390,6,59,2024-10-21,2024-10-21 14:00:00,2024-10-21 22:00:00,71.89,0.75,15,Minor tooling adjustment required.
2607,443,29,59,2023-02-25,2023-02-25 22:00:00,2023-02-26 06:00:00,38.83,0.79,7,
2608,185,29,23,2025-02-05,2025-02-05 22:00:00,2025-02-06 06:00:00,119.74,2.1,2,Minor tooling adjustment required.
2609,2,6,79,2025-05-13,2025-05-13 22:00:00,2025-05-14 06:00:00,127.79,1.33,131,
2610,9,33,22,2025-08-23,2025-08-23 06:00:00,2025-08-23 14:00:00,133.25,3.51,4,Operator changeover mid-shift.
2611,107,15,22,2023-07-23,2023-07-23 14:00:00,2023-07-23 22:00:00,52.21,0.5,12,Unscheduled machine downtime.
2612,258,34,64,2024-10-15,2024-10-15 22:00:00,2024-10-16 06:00:00,104.76,2.84,9,
2613,462,5,19,2024-02-27,2024-02-27 06:00:00,2024-02-27 14:00:00,54.5,7.16,5,Material shortage caused brief stoppage.
2614,409,20,14,2023-09-27,2023-09-27 14:00:00,2023-09-27 22:00:00,96.09,1.81,11,Operator changeover mid-shift.
2615,396,25,80,2024-06-17,2024-06-17 14:00:00,2024-06-17 22:00:00,139.39,0.23,172,Material shortage caused brief stoppage.
2616,174,14,4,2025-05-09,2025-05-09 22:00:00,2025-05-10 06:00:00,14.92,0.18,12,Quality hold pending inspection.
2617,141,8,38,2023-12-05,2023-12-05 22:00:00,2023-12-06 06:00:00,66.65,1.39,33,Unscheduled machine downtime.
2618,133,10,66,2024-12-14,2024-12-14 06:00:00,2024-12-14 14:00:00,132.29,11.89,19,Quality hold pending inspection.
2619,136,31,52,2024-11-11,2024-11-11 14:00:00,2024-11-11 22:00:00,96.36,1.24,2,
2620,303,29,16,2023-12-15,2023-12-15 06:00:00,2023-12-15 14:00:00,50.48,8.8,64,Minor tooling adjustment required.
2621,315,13,67,2023-02-09,2023-02-09 22:00:00,2023-02-10 06:00:00,48.52,0.19,64,
2622,36,10,17,2025-11-11,2025-11-11 22:00:00,2025-11-12 06:00:00,20.13,0.37,16,Material shortage caused brief stoppage.
2623,38,24,52,2024-09-20,2024-09-20 14:00:00,2024-09-20 22:00:00,102.19,2.06,2,Quality hold pending inspection.
2624,102,28,71,2024-04-17,2024-04-17 22:00:00,2024-04-18 06:00:00,86.05,0.43,15,
2625,168,25,22,2024-11-20,2024-11-20 06:00:00,2024-11-20 14:00:00,115.01,1.45,145,
2626,236,27,24,2025-05-12,2025-05-12 14:00:00,2025-05-12 22:00:00,105.68,1.15,8,Operator changeover mid-shift.
2627,308,15,72,2023-06-17,2023-06-17 06:00:00,2023-06-17 14:00:00,102.5,0.36,93,Minor tooling adjustment required.
2628,375,10,40,2024-12-25,2024-12-25 06:00:00,2024-12-25 14:00:00,107.62,12.17,7,Operator changeover mid-shift.
2629,374,32,64,2023-09-01,2023-09-01 14:00:00,2023-09-01 22:00:00,92.48,2.28,11,Minor tooling adjustment required.
2630,417,2,1,2024-01-04,2024-01-04 22:00:00,2024-01-05 06:00:00,139.59,0.77,17,Material shortage caused brief stoppage.
2631,364,18,72,2024-12-15,2024-12-15 22:00:00,2024-12-16 06:00:00,10.22,0.29,7,Unscheduled machine downtime.
2632,61,25,77,2023-03-26,2023-03-26 22:00:00,2023-03-27 06:00:00,139.95,8.23,4,
2633,108,5,22,2024-08-12,2024-08-12 06:00:00,2024-08-12 14:00:00,64.9,0.08,1,Material shortage caused brief stoppage.
2634,292,11,75,2023-12-29,2023-12-29 06:00:00,2023-12-29 14:00:00,11.83,0.25,16,
2635,97,27,14,2025-03-18,2025-03-18 06:00:00,2025-03-18 14:00:00,126.49,0.66,10,Material shortage caused brief stoppage.
2636,143,1,45,2025-01-14,2025-01-14 22:00:00,2025-01-15 06:00:00,95.72,0.05,3,
2637,464,22,24,2025-09-02,2025-09-02 22:00:00,2025-09-03 06:00:00,105.15,1.3,5,Quality hold pending inspection.
2638,247,19,8,2025-09-07,2025-09-07 06:00:00,2025-09-07 14:00:00,128.58,19.48,5,Material shortage caused brief stoppage.
2639,438,23,8,2023-06-23,2023-06-23 14:00:00,2023-06-23 22:00:00,131.86,21.68,3,Material shortage caused brief stoppage.
2640,441,16,66,2024-01-17,2024-01-17 22:00:00,2024-01-18 06:00:00,132.62,1.12,70,
2641,360,11,53,2025-01-21,2025-01-21 06:00:00,2025-01-21 14:00:00,142.39,0.08,18,Operator changeover mid-shift.
2642,275,26,26,2024-09-22,2024-09-22 14:00:00,2024-09-22 22:00:00,45.55,0.03,15,
2643,183,7,57,2023-07-08,2023-07-08 14:00:00,2023-07-08 22:00:00,131.08,2.71,75,Quality hold pending inspection.
2644,212,25,22,2025-04-25,2025-04-25 14:00:00,2025-04-25 22:00:00,11.41,0.07,7,
2645,449,25,8,2025-03-28,2025-03-28 14:00:00,2025-03-28 22:00:00,139.9,0.78,169,Material shortage caused brief stoppage.
2646,140,32,70,2023-03-18,2023-03-18 22:00:00,2023-03-19 06:00:00,45.92,1.17,9,Unscheduled machine downtime.
2647,410,17,61,2023-03-07,2023-03-07 06:00:00,2023-03-07 14:00:00,96.4,1.48,4,Operator changeover mid-shift.
2648,444,24,58,2025-08-22,2025-08-22 06:00:00,2025-08-22 14:00:00,60.38,0.82,159,Quality hold pending inspection.
2649,209,10,73,2024-06-04,2024-06-04 14:00:00,2024-06-04 22:00:00,123.54,0.22,10,Operator changeover mid-shift.
2650,288,5,73,2023-06-20,2023-06-20 22:00:00,2023-06-21 06:00:00,69.56,1.81,16,
2651,279,29,14,2023-01-03,2023-01-03 22:00:00,2023-01-04 06:00:00,119.55,17.23,17,Quality hold pending inspection.
2652,324,10,15,2023-12-17,2023-12-17 22:00:00,2023-12-18 06:00:00,50.53,0.96,146,Unscheduled machine downtime.
2653,203,33,71,2023-05-15,2023-05-15 14:00:00,2023-05-15 22:00:00,84.48,1.7,13,Operator changeover mid-shift.
2654,282,28,30,2025-10-31,2025-10-31 06:00:00,2025-10-31 14:00:00,126.32,1.16,11,Material shortage caused brief stoppage.
2655,243,8,11,2024-11-27,2024-11-27 14:00:00,2024-11-27 22:00:00,140.32,3.51,15,Minor tooling adjustment required.
2656,203,32,57,2023-04-22,2023-04-22 22:00:00,2023-04-23 06:00:00,116.92,3.06,8,Operator changeover mid-shift.
2657,93,1,13,2023-12-11,2023-12-11 14:00:00,2023-12-11 22:00:00,104.35,0.5,8,Minor tooling adjustment required.
2658,185,18,16,2025-02-04,2025-02-04 22:00:00,2025-02-05 06:00:00,76.94,0.02,17,Quality hold pending inspection.
2659,9,31,8,2025-08-27,2025-08-27 22:00:00,2025-08-28 06:00:00,86.62,1.8,13,
2660,133,24,72,2024-12-08,2024-12-08 14:00:00,2024-12-08 22:00:00,74.06,8.82,232,
2661,146,21,61,2025-02-24,2025-02-24 22:00:00,2025-02-25 06:00:00,93.43,1.76,2,Unscheduled machine downtime.
2662,189,25,56,2025-07-05,2025-07-05 06:00:00,2025-07-05 14:00:00,69.63,4.32,8,Operator changeover mid-shift.
2663,203,21,46,2023-04-22,2023-04-22 06:00:00,2023-04-22 14:00:00,97.8,16.81,15,Quality hold pending inspection.
2664,8,5,80,2025-05-18,2025-05-18 22:00:00,2025-05-19 06:00:00,48.67,4.79,4,
2665,428,18,45,2025-12-06,2025-12-06 22:00:00,2025-12-07 06:00:00,106.58,1.33,84,
2666,237,14,67,2024-07-11,2024-07-11 22:00:00,2024-07-12 06:00:00,66.8,1.62,16,
2667,388,17,6,2024-11-15,2024-11-15 06:00:00,2024-11-15 14:00:00,41.04,0.1,5,
2668,304,20,34,2025-01-17,2025-01-17 06:00:00,2025-01-17 14:00:00,139.36,1.61,11,Unscheduled machine downtime.
2669,114,6,64,2025-07-31,2025-07-31 06:00:00,2025-07-31 14:00:00,131.31,2.14,16,Material shortage caused brief stoppage.
2670,436,26,53,2023-02-16,2023-02-16 06:00:00,2023-02-16 14:00:00,45.58,1.14,17,
2671,387,28,25,2025-05-22,2025-05-22 14:00:00,2025-05-22 22:00:00,50.69,0.12,7,
2672,339,18,26,2024-11-19,2024-11-19 22:00:00,2024-11-20 06:00:00,81.73,0.6,4,Operator changeover mid-shift.
2673,369,32,49,2023-07-09,2023-07-09 06:00:00,2023-07-09 14:00:00,114.1,3.02,3,Material shortage caused brief stoppage.
2674,27,10,60,2023-04-18,2023-04-18 06:00:00,2023-04-18 14:00:00,116.34,0.85,8,
2675,226,5,37,2025-05-24,2025-05-24 14:00:00,2025-05-24 22:00:00,140.77,0.38,2,
2676,49,19,57,2024-09-17,2024-09-17 14:00:00,2024-09-17 22:00:00,141.91,1.66,145,
2677,218,26,46,2023-08-20,2023-08-20 22:00:00,2023-08-21 06:00:00,76.89,1.82,13,Unscheduled machine downtime.
2678,76,12,5,2024-11-04,2024-11-04 14:00:00,2024-11-04 22:00:00,28.3,0.7,13,Quality hold pending inspection.
2679,195,9,10,2024-02-21,2024-02-21 14:00:00,2024-02-21 22:00:00,54.37,0.93,8,Quality hold pending inspection.
2680,16,7,70,2023-08-18,2023-08-18 06:00:00,2023-08-18 14:00:00,72.84,1.08,13,Material shortage caused brief stoppage.
2681,237,29,72,2024-07-28,2024-07-28 14:00:00,2024-07-28 22:00:00,88.7,1.16,11,Operator changeover mid-shift.
2682,84,2,68,2025-06-27,2025-06-27 22:00:00,2025-06-28 06:00:00,44.18,3.77,17,
2683,423,26,5,2023-05-03,2023-05-03 06:00:00,2023-05-03 14:00:00,143.41,1.96,236,
2684,4,9,71,2025-03-21,2025-03-21 14:00:00,2025-03-21 22:00:00,142.16,3.86,7,Operator changeover mid-shift.
2685,284,4,33,2025-05-30,2025-05-30 14:00:00,2025-05-30 22:00:00,52.84,0.47,1,Material shortage caused brief stoppage.
2686,2,32,45,2025-05-26,2025-05-26 22:00:00,2025-05-27 06:00:00,25.85,0.65,15,Quality hold pending inspection.
2687,451,8,72,2024-03-17,2024-03-17 14:00:00,2024-03-17 22:00:00,89.89,1.95,14,Unscheduled machine downtime.
2688,50,27,23,2024-09-25,2024-09-25 22:00:00,2024-09-26 06:00:00,24.65,3.7,7,
2689,158,29,66,2024-11-22,2024-11-22 22:00:00,2024-11-23 06:00:00,68.4,0.74,5,
2690,410,34,13,2023-03-07,2023-03-07 14:00:00,2023-03-07 22:00:00,15.38,2.41,43,Material shortage caused brief stoppage.
2691,34,12,50,2025-11-20,2025-11-20 22:00:00,2025-11-21 06:00:00,145.75,0.42,18,Unscheduled machine downtime.
2692,73,29,46,2025-10-07,2025-10-07 14:00:00,2025-10-07 22:00:00,126.29,3.47,16,Operator changeover mid-shift.
2693,306,11,26,2024-09-11,2024-09-11 22:00:00,2024-09-12 06:00:00,123.49,8.21,135,Material shortage caused brief stoppage.
2694,154,4,33,2023-12-27,2023-12-27 22:00:00,2023-12-28 06:00:00,99.04,2.51,13,Quality hold pending inspection.
2695,109,30,9,2025-11-21,2025-11-21 14:00:00,2025-11-21 22:00:00,24.67,0.66,16,Quality hold pending inspection.
2696,316,30,44,2025-08-16,2025-08-16 14:00:00,2025-08-16 22:00:00,42.29,0.2,13,Minor tooling adjustment required.
2697,438,26,26,2023-06-21,2023-06-21 14:00:00,2023-06-21 22:00:00,121.49,2.03,12,Material shortage caused brief stoppage.
2698,101,1,71,2024-09-07,2024-09-07 06:00:00,2024-09-07 14:00:00,104.66,1.18,188,
2699,187,4,17,2025-05-11,2025-05-11 22:00:00,2025-05-12 06:00:00,71.13,0.02,8,
2700,170,11,69,2025-03-11,2025-03-11 14:00:00,2025-03-11 22:00:00,132.67,2.36,14,
2701,442,12,57,2023-04-14,2023-04-14 22:00:00,2023-04-15 06:00:00,54.06,1.59,13,Operator changeover mid-shift.
2702,403,5,1,2023-04-14,2023-04-14 14:00:00,2023-04-14 22:00:00,114.09,1.36,36,
2703,37,17,35,2025-06-18,2025-06-18 06:00:00,2025-06-18 14:00:00,147.75,1.92,4,
2704,32,15,9,2024-11-07,2024-11-07 22:00:00,2024-11-08 06:00:00,136.17,2.59,19,
2705,261,2,69,2024-03-31,2024-03-31 14:00:00,2024-03-31 22:00:00,142.87,18.53,6,
2706,174,32,80,2025-05-10,2025-05-10 14:00:00,2025-05-10 22:00:00,87.52,1.47,14,Unscheduled machine downtime.
2707,494,23,20,2023-01-12,2023-01-12 14:00:00,2023-01-12 22:00:00,40.58,0.69,5,Material shortage caused brief stoppage.
2708,159,25,36,2024-09-21,2024-09-21 06:00:00,2024-09-21 14:00:00,13.52,0.11,17,Quality hold pending inspection.
2709,450,31,76,2024-02-21,2024-02-21 22:00:00,2024-02-22 06:00:00,125.01,23.54,3,
2710,109,34,39,2025-11-20,2025-11-20 06:00:00,2025-11-20 14:00:00,60.15,0.24,14,
2711,297,2,2,2025-12-01,2025-12-01 06:00:00,2025-12-01 14:00:00,13.09,2.6,8,
2712,395,25,77,2024-11-30,2024-11-30 22:00:00,2024-12-01 06:00:00,146.42,7.69,3,Minor tooling adjustment required.
2713,347,33,74,2024-03-14,2024-03-14 06:00:00,2024-03-14 14:00:00,16.88,1.68,10,Minor tooling adjustment required.
2714,90,16,55,2023-04-28,2023-04-28 22:00:00,2023-04-29 06:00:00,65.39,1.19,204,Unscheduled machine downtime.
2715,303,15,49,2023-12-14,2023-12-14 06:00:00,2023-12-14 14:00:00,7.26,0.08,10,Operator changeover mid-shift.
2716,89,13,58,2024-02-11,2024-02-11 14:00:00,2024-02-11 22:00:00,26.07,0.62,16,Quality hold pending inspection.
2717,434,30,69,2025-11-30,2025-11-30 14:00:00,2025-11-30 22:00:00,6.75,0.19,0,Minor tooling adjustment required.
2718,255,34,62,2024-06-21,2024-06-21 06:00:00,2024-06-21 14:00:00,7.84,0.02,146,
2719,446,8,60,2023-11-29,2023-11-29 22:00:00,2023-11-30 06:00:00,55.79,0.1,5,
2720,310,5,35,2023-03-19,2023-03-19 22:00:00,2023-03-20 06:00:00,116.76,1.17,5,Material shortage caused brief stoppage.
2721,287,20,60,2023-02-04,2023-02-04 22:00:00,2023-02-05 06:00:00,70.56,0.72,9,Operator changeover mid-shift.
2722,308,10,43,2023-06-09,2023-06-09 06:00:00,2023-06-09 14:00:00,40.65,7.73,118,Quality hold pending inspection.
2723,94,19,79,2023-04-17,2023-04-17 14:00:00,2023-04-17 22:00:00,15.68,0.38,6,
2724,320,10,17,2025-05-10,2025-05-10 22:00:00,2025-05-11 06:00:00,120.02,0.44,1,
2725,118,1,20,2025-02-17,2025-02-17 06:00:00,2025-02-17 14:00:00,131.94,11.51,13,Unscheduled machine downtime.
2726,331,10,32,2025-02-04,2025-02-04 14:00:00,2025-02-04 22:00:00,21.64,0.22,203,Material shortage caused brief stoppage.
2727,476,29,13,2025-03-17,2025-03-17 14:00:00,2025-03-17 22:00:00,62.55,1.62,9,
2728,134,31,70,2025-04-07,2025-04-07 14:00:00,2025-04-07 22:00:00,91.86,1.94,13,Quality hold pending inspection.
2729,322,28,66,2023-01-29,2023-01-29 06:00:00,2023-01-29 14:00:00,28.63,4.98,16,Unscheduled machine downtime.
2730,211,1,46,2024-08-05,2024-08-05 14:00:00,2024-08-05 22:00:00,138.21,0.79,135,
2731,266,20,38,2025-08-05,2025-08-05 06:00:00,2025-08-05 14:00:00,43.13,8.22,13,Minor tooling adjustment required.
2732,335,18,54,2024-06-03,2024-06-03 06:00:00,2024-06-03 14:00:00,81.63,0.87,11,Material shortage caused brief stoppage.
2733,386,3,30,2025-06-27,2025-06-27 06:00:00,2025-06-27 14:00:00,25.07,0.12,19,Material shortage caused brief stoppage.
2734,288,16,32,2023-06-03,2023-06-03 14:00:00,2023-06-03 22:00:00,85.19,7.34,11,
2735,334,24,38,2023-11-18,2023-11-18 22:00:00,2023-11-19 06:00:00,94.28,0.87,3,Minor tooling adjustment required.
2736,405,28,22,2024-02-15,2024-02-15 06:00:00,2024-02-15 14:00:00,146.01,0.05,19,Unscheduled machine downtime.
2737,404,22,69,2025-04-30,2025-04-30 14:00:00,2025-04-30 22:00:00,97.77,2.37,18,Minor tooling adjustment required.
2738,276,22,24,2024-07-30,2024-07-30 22:00:00,2024-07-31 06:00:00,132.58,3.57,15,
2739,152,22,62,2025-02-15,2025-02-15 14:00:00,2025-02-15 22:00:00,124.31,2.34,1,Operator changeover mid-shift.
2740,253,19,37,2025-10-23,2025-10-23 06:00:00,2025-10-23 14:00:00,13.05,0.39,152,
2741,436,19,25,2023-03-20,2023-03-20 06:00:00,2023-03-20 14:00:00,142.07,0.08,7,
2742,389,18,68,2025-05-23,2025-05-23 22:00:00,2025-05-24 06:00:00,35.74,0.27,235,
2743,484,11,14,2025-09-26,2025-09-26 14:00:00,2025-09-26 22:00:00,139.69,0.56,14,Quality hold pending inspection.
2744,410,20,39,2023-03-07,2023-03-07 14:00:00,2023-03-07 22:00:00,111.98,2.88,18,
2745,383,4,47,2023-02-04,2023-02-04 22:00:00,2023-02-05 06:00:00,45.1,0.61,12,Operator changeover mid-shift.
2746,286,26,7,2023-07-27,2023-07-27 06:00:00,2023-07-27 14:00:00,134.59,3.31,18,Quality hold pending inspection.
2747,129,33,49,2023-08-21,2023-08-21 06:00:00,2023-08-21 14:00:00,74.34,0.28,9,Quality hold pending inspection.
2748,394,10,21,2024-07-18,2024-07-18 14:00:00,2024-07-18 22:00:00,149.72,12.3,10,Minor tooling adjustment required.
2749,436,32,24,2023-03-05,2023-03-05 14:00:00,2023-03-05 22:00:00,35.69,0.05,14,
2750,353,11,64,2025-02-24,2025-02-24 14:00:00,2025-02-24 22:00:00,17.0,0.06,5,Unscheduled machine downtime.
2751,342,24,65,2025-02-27,2025-02-27 06:00:00,2025-02-27 14:00:00,114.38,1.88,50,Minor tooling adjustment required.
2752,303,22,74,2023-12-21,2023-12-21 06:00:00,2023-12-21 14:00:00,109.48,2.3,2,Operator changeover mid-shift.
2753,94,19,14,2023-04-20,2023-04-20 14:00:00,2023-04-20 22:00:00,42.9,0.99,2,
2754,346,7,32,2023-01-28,2023-01-28 06:00:00,2023-01-28 14:00:00,125.93,2.35,30,Unscheduled machine downtime.
2755,438,26,61,2023-06-28,2023-06-28 06:00:00,2023-06-28 14:00:00,108.94,3.16,19,Minor tooling adjustment required.
2756,227,32,56,2025-04-19,2025-04-19 22:00:00,2025-04-20 06:00:00,47.89,0.17,1,
2757,435,3,23,2025-09-11,2025-09-11 06:00:00,2025-09-11 14:00:00,142.57,12.01,12,
2758,171,9,32,2025-04-30,2025-04-30 14:00:00,2025-04-30 22:00:00,20.66,0.17,9,Minor tooling adjustment required.
2759,329,29,43,2023-06-30,2023-06-30 22:00:00,2023-07-01 06:00:00,79.08,2.22,127,Material shortage caused brief stoppage.
2760,423,1,17,2023-04-18,2023-04-18 14:00:00,2023-04-18 22:00:00,11.02,0.04,8,Quality hold pending inspection.
2761,336,25,17,2025-12-07,2025-12-07 06:00:00,2025-12-07 14:00:00,90.06,0.32,6,
2762,308,29,44,2023-06-12,2023-06-12 06:00:00,2023-06-12 14:00:00,111.76,0.19,233,
2763,186,23,20,2025-10-20,2025-10-20 14:00:00,2025-10-20 22:00:00,101.3,0.4,142,Minor tooling adjustment required.
2764,28,7,33,2025-10-18,2025-10-18 22:00:00,2025-10-19 06:00:00,67.35,3.76,114,
2765,154,14,62,2023-12-12,2023-12-12 14:00:00,2023-12-12 22:00:00,110.36,2.6,7,
2766,20,26,35,2023-03-16,2023-03-16 22:00:00,2023-03-17 06:00:00,37.68,3.29,216,
2767,86,25,69,2024-07-09,2024-07-09 14:00:00,2024-07-09 22:00:00,97.41,1.41,11,
2768,306,7,18,2024-10-05,2024-10-05 06:00:00,2024-10-05 14:00:00,84.33,1.01,221,
2769,303,10,55,2023-12-15,2023-12-15 14:00:00,2023-12-15 22:00:00,45.63,0.29,3,Material shortage caused brief stoppage.
2770,59,29,18,2025-05-12,2025-05-12 06:00:00,2025-05-12 14:00:00,72.42,0.64,5,Minor tooling adjustment required.
2771,416,26,3,2023-10-24,2023-10-24 14:00:00,2023-10-24 22:00:00,54.58,0.14,13,Minor tooling adjustment required.
2772,267,8,31,2025-07-30,2025-07-30 06:00:00,2025-07-30 14:00:00,69.12,1.07,3,
2773,254,6,68,2025-06-05,2025-06-05 14:00:00,2025-06-05 22:00:00,132.76,0.08,3,
2774,119,5,29,2024-01-31,2024-01-31 06:00:00,2024-01-31 14:00:00,15.85,0.44,11,Material shortage caused brief stoppage.
2775,230,3,29,2025-08-13,2025-08-13 06:00:00,2025-08-13 14:00:00,44.81,1.33,15,
2776,383,8,62,2023-02-06,2023-02-06 14:00:00,2023-02-06 22:00:00,122.52,1.64,18,
2777,263,25,61,2024-06-01,2024-06-01 06:00:00,2024-06-01 14:00:00,37.22,0.82,19,
2778,141,34,9,2023-12-07,2023-12-07 22:00:00,2023-12-08 06:00:00,23.99,0.63,106,Unscheduled machine downtime.
2779,465,12,5,2025-12-04,2025-12-04 06:00:00,2025-12-04 14:00:00,99.86,5.73,238,
2780,16,15,47,2023-09-21,2023-09-21 22:00:00,2023-09-22 06:00:00,75.76,0.53,11,Unscheduled machine downtime.
2781,264,2,56,2023-05-09,2023-05-09 06:00:00,2023-05-09 14:00:00,127.34,1.66,11,
2782,453,33,77,2025-05-28,2025-05-28 22:00:00,2025-05-29 06:00:00,49.06,0.56,1,
2783,212,3,33,2025-04-28,2025-04-28 14:00:00,2025-04-28 22:00:00,115.36,1.06,16,Operator changeover mid-shift.
2784,124,2,70,2023-07-15,2023-07-15 14:00:00,2023-07-15 22:00:00,28.09,0.1,0,
2785,318,8,71,2024-03-02,2024-03-02 06:00:00,2024-03-02 14:00:00,27.95,0.36,175,Operator changeover mid-shift.
2786,5,4,75,2023-10-14,2023-10-14 22:00:00,2023-10-15 06:00:00,44.25,0.12,11,
2787,207,28,44,2023-05-08,2023-05-08 14:00:00,2023-05-08 22:00:00,52.35,0.6,14,
2788,432,10,33,2024-03-21,2024-03-21 14:00:00,2024-03-21 22:00:00,140.04,1.34,17,Unscheduled machine downtime.
2789,491,34,12,2025-07-06,2025-07-06 06:00:00,2025-07-06 14:00:00,51.72,1.25,17,
2790,316,33,47,2025-07-22,2025-07-22 06:00:00,2025-07-22 14:00:00,51.79,4.93,87,Operator changeover mid-shift.
2791,162,16,61,2024-12-16,2024-12-16 06:00:00,2024-12-16 14:00:00,130.65,0.92,2,Quality hold pending inspection.
2792,415,17,46,2023-09-19,2023-09-19 14:00:00,2023-09-19 22:00:00,44.34,1.0,3,
2793,145,13,37,2023-07-12,2023-07-12 06:00:00,2023-07-12 14:00:00,120.08,13.5,6,Unscheduled machine downtime.
2794,312,10,63,2024-01-30,2024-01-30 22:00:00,2024-01-31 06:00:00,101.51,0.47,14,Material shortage caused brief stoppage.
2795,395,28,22,2024-12-12,2024-12-12 22:00:00,2024-12-13 06:00:00,145.69,2.27,17,
2796,210,35,41,2025-02-28,2025-02-28 14:00:00,2025-02-28 22:00:00,46.61,0.57,233,Unscheduled machine downtime.
2797,169,1,43,2023-02-14,2023-02-14 14:00:00,2023-02-14 22:00:00,124.73,3.02,10,Quality hold pending inspection.
2798,284,29,50,2025-06-03,2025-06-03 06:00:00,2025-06-03 14:00:00,66.17,0.21,2,Minor tooling adjustment required.
2799,444,25,36,2025-08-31,2025-08-31 06:00:00,2025-08-31 14:00:00,115.42,3.18,10,
2800,471,33,36,2024-12-26,2024-12-26 06:00:00,2024-12-26 14:00:00,147.7,0.25,10,Unscheduled machine downtime.
2801,335,3,52,2024-06-03,2024-06-03 22:00:00,2024-06-04 06:00:00,125.32,1.13,72,Material shortage caused brief stoppage.
2802,431,28,30,2025-08-02,2025-08-02 14:00:00,2025-08-02 22:00:00,93.68,2.45,10,
2803,489,32,15,2023-05-31,2023-05-31 22:00:00,2023-06-01 06:00:00,123.9,20.93,18,Quality hold pending inspection.
2804,306,12,25,2024-10-07,2024-10-07 22:00:00,2024-10-08 06:00:00,106.62,1.74,17,Unscheduled machine downtime.
2805,58,2,73,2024-06-02,2024-06-02 22:00:00,2024-06-03 06:00:00,43.47,0.73,19,Unscheduled machine downtime.
2806,260,22,3,2023-12-09,2023-12-09 06:00:00,2023-12-09 14:00:00,116.01,0.41,5,Unscheduled machine downtime.
2807,182,30,75,2024-05-27,2024-05-27 14:00:00,2024-05-27 22:00:00,28.6,0.73,2,
2808,80,22,62,2025-11-13,2025-11-13 06:00:00,2025-11-13 14:00:00,15.8,0.46,6,Unscheduled machine downtime.
2809,112,8,47,2023-01-14,2023-01-14 22:00:00,2023-01-15 06:00:00,101.5,0.56,18,Material shortage caused brief stoppage.
