InspectionID,ProductionOrderID,InspectorOperatorID,InspectionDate,InspectionType,Result,DefectCategory,DefectCount,Remarks
577,185,6,2025-04-16 12:10:04,InProcess,Pass,,0,All measured parameters within specification.
578,472,50,2023-08-11 11:09:22,FinalInspection,Pass,,0,All measured parameters within specification.
579,419,18,2024-05-14 01:23:59,InProcess,Fail,Surface Finish Defect,5,Surface Finish Defect identified during inspection; see NCR log.
580,167,79,2025-10-18 20:08:48,Audit,Pass,,0,All measured parameters within specification.
581,246,52,2023-08-08 17:51:55,Incoming,Fail,Foreign Object Debris (FOD),2,Foreign Object Debris (FOD) identified during inspection; see NCR log.
582,288,69,2023-07-14 20:38:31,InProcess,Pass,,0,All measured parameters within specification.
583,18,79,2025-09-11 23:21:07,InProcess,Fail,Material Porosity,6,Material Porosity identified during inspection; see NCR log.
584,229,22,2023-04-06 11:37:07,Incoming,Pass,,0,All measured parameters within specification.
585,87,55,2023-09-12 20:30:25,InProcess,Pass,,0,All measured parameters within specification.
586,204,48,2024-03-12 18:06:44,InProcess,Pass,,0,All measured parameters within specification.
587,129,70,2024-01-02 01:37:24,InProcess,Pass,,0,All measured parameters within specification.
588,456,66,2025-03-07 00:38:30,FinalInspection,ReworkRequired,Material Porosity,8,Material Porosity identified during inspection; see NCR log.
589,403,15,2025-02-06 13:45:53,InProcess,Pass,,0,All measured parameters within specification.
590,391,64,2023-11-01 20:19:32,Incoming,Pass,,0,All measured parameters within specification.
591,181,11,2025-08-04 03:36:37,FinalInspection,Pass,,0,All measured parameters within specification.
592,157,46,2024-01-19 21:54:37,FinalInspection,Pass,,0,All measured parameters within specification.
593,123,41,2025-08-08 09:54:38,Audit,Pass,,0,All measured parameters within specification.
594,224,59,2024-04-05 12:09:48,FinalInspection,Pass,,0,All measured parameters within specification.
595,76,46,2024-04-11 07:39:35,FinalInspection,Pass,,0,All measured parameters within specification.
596,88,43,2024-03-10 23:25:00,InProcess,Pass,,0,All measured parameters within specification.
597,199,43,2025-06-04 06:25:16,InProcess,Pass,,0,All measured parameters within specification.
598,23,42,2024-07-11 11:48:25,InProcess,Pass,,0,All measured parameters within specification.
599,408,2,2024-08-29 17:01:44,InProcess,Pass,,0,All measured parameters within specification.
600,466,75,2024-10-06 01:33:57,Incoming,Pass,,0,All measured parameters within specification.
601,42,9,2024-10-16 11:57:16,InProcess,Pass,,0,All measured parameters within specification.
602,211,17,2023-11-12 15:00:49,FinalInspection,Pass,,0,All measured parameters within specification.
603,241,33,2024-03-21 22:21:02,FinalInspection,Pass,,0,All measured parameters within specification.
604,147,66,2025-03-16 07:35:10,InProcess,Pass,,0,All measured parameters within specification.
605,240,72,2025-05-13 14:15:37,FinalInspection,Pass,,0,All measured parameters within specification.
606,132,52,2025-03-30 11:41:03,Audit,Pass,,0,All measured parameters within specification.
607,343,38,2024-07-16 04:17:51,Audit,Pass,,0,All measured parameters within specification.
608,429,46,2025-10-06 21:52:58,FinalInspection,Fail,Fastener Torque Non-Conformance,5,Fastener Torque Non-Conformance identified during inspection; see NCR log.
609,305,45,2023-06-15 03:22:53,InProcess,Pass,,0,All measured parameters within specification.
610,489,16,2025-02-20 05:37:01,FinalInspection,Pass,,0,All measured parameters within specification.
611,223,30,2023-04-01 22:15:35,FinalInspection,Pass,,0,All measured parameters within specification.
612,113,61,2023-09-12 03:14:00,FinalInspection,Pass,,0,All measured parameters within specification.
613,344,68,2023-07-11 16:31:50,FinalInspection,Pass,,0,All measured parameters within specification.
614,41,57,2025-11-26 19:52:20,FinalInspection,Pass,,0,All measured parameters within specification.
615,38,67,2023-01-22 01:44:04,Audit,Pass,,0,All measured parameters within specification.
616,421,64,2025-12-08 09:43:25,InProcess,Fail,Material Porosity,2,Material Porosity identified during inspection; see NCR log.
617,193,24,2025-01-16 16:10:25,InProcess,Pass,,0,All measured parameters within specification.
618,204,27,2023-07-01 06:18:34,FinalInspection,Pass,,0,All measured parameters within specification.
619,354,1,2024-02-04 13:17:05,InProcess,Pass,,0,All measured parameters within specification.
620,491,2,2025-05-29 06:45:49,InProcess,Pass,,0,All measured parameters within specification.
621,424,39,2023-07-21 12:10:06,Audit,Pass,,0,All measured parameters within specification.
622,204,70,2023-06-20 02:53:32,InProcess,Pass,,0,All measured parameters within specification.
623,402,73,2023-05-07 10:26:13,Incoming,Pass,,0,All measured parameters within specification.
624,25,26,2024-06-05 01:54:05,InProcess,Pass,,0,All measured parameters within specification.
625,417,41,2024-01-07 20:15:38,Incoming,Pass,,0,All measured parameters within specification.
626,111,59,2025-07-14 21:11:46,InProcess,Pass,,0,All measured parameters within specification.
627,189,78,2024-09-28 14:24:53,Incoming,Pass,,0,All measured parameters within specification.
628,500,46,2024-05-19 16:04:25,FinalInspection,Pass,,0,All measured parameters within specification.
629,373,50,2023-11-04 09:12:49,FinalInspection,Pass,,0,All measured parameters within specification.
630,364,5,2023-01-04 20:51:16,Incoming,Pass,,0,All measured parameters within specification.
631,304,41,2024-04-24 04:44:59,Audit,Pass,,0,All measured parameters within specification.
632,200,6,2023-06-05 15:57:53,InProcess,Pass,,0,All measured parameters within specification.
633,422,27,2023-08-15 14:18:13,InProcess,Pass,,0,All measured parameters within specification.
634,471,6,2024-02-13 05:34:44,FinalInspection,Pass,,0,All measured parameters within specification.
635,226,32,2024-03-28 09:36:18,Incoming,Pass,,0,All measured parameters within specification.
636,23,11,2025-02-08 05:48:08,FinalInspection,Pass,,0,All measured parameters within specification.
637,88,14,2024-06-20 17:18:10,Incoming,Pass,,0,All measured parameters within specification.
638,208,29,2025-04-28 06:43:40,FinalInspection,Pass,,0,All measured parameters within specification.
639,335,26,2025-03-21 21:38:08,FinalInspection,Pass,,0,All measured parameters within specification.
640,342,69,2024-01-27 23:11:02,FinalInspection,Fail,Material Porosity,6,Material Porosity identified during inspection; see NCR log.
641,405,42,2025-06-18 00:56:27,FinalInspection,Fail,Material Porosity,9,Material Porosity identified during inspection; see NCR log.
642,17,48,2025-09-05 05:34:33,FinalInspection,Pass,,0,All measured parameters within specification.
643,362,53,2023-09-04 01:04:07,InProcess,Pass,,0,All measured parameters within specification.
644,226,10,2023-09-01 04:03:08,Incoming,Pass,,0,All measured parameters within specification.
645,325,19,2024-04-26 01:49:27,InProcess,Pass,,0,All measured parameters within specification.
646,401,10,2025-11-25 09:27:49,FinalInspection,Pass,,0,All measured parameters within specification.
647,418,73,2024-06-19 07:29:01,Incoming,Fail,Foreign Object Debris (FOD),4,Foreign Object Debris (FOD) identified during inspection; see NCR log.
648,201,65,2023-08-24 11:12:44,Audit,Pass,,0,All measured parameters within specification.
649,186,45,2024-07-04 22:34:50,InProcess,Pass,,0,All measured parameters within specification.
650,318,16,2024-07-25 05:20:59,Incoming,Pass,,0,All measured parameters within specification.
651,267,69,2023-03-12 13:56:28,Incoming,Pass,,0,All measured parameters within specification.
652,340,73,2023-08-21 10:47:38,InProcess,Pass,,0,All measured parameters within specification.
653,59,50,2024-09-22 12:37:57,FinalInspection,Pass,,0,All measured parameters within specification.
654,359,43,2023-01-06 06:26:51,Incoming,Pass,,0,All measured parameters within specification.
655,388,59,2025-04-14 08:05:05,FinalInspection,Pass,,0,All measured parameters within specification.
656,185,14,2023-02-07 12:31:11,FinalInspection,Pass,,0,All measured parameters within specification.
657,168,15,2023-01-08 06:29:20,Incoming,Pass,,0,All measured parameters within specification.
658,309,74,2023-07-04 19:56:49,Audit,Pass,,0,All measured parameters within specification.
659,210,17,2024-08-21 19:50:53,InProcess,Pass,,0,All measured parameters within specification.
660,210,62,2023-09-28 18:48:13,InProcess,Pass,,0,All measured parameters within specification.
661,483,65,2024-08-20 22:12:07,Audit,Pass,,0,All measured parameters within specification.
662,268,28,2025-12-12 15:03:45,FinalInspection,Pass,,0,All measured parameters within specification.
663,436,46,2023-03-02 15:49:29,Incoming,Pass,,0,All measured parameters within specification.
664,121,38,2024-07-14 09:04:22,Incoming,Pass,,0,All measured parameters within specification.
665,380,54,2023-06-25 21:03:49,Incoming,Pass,,0,All measured parameters within specification.
666,130,19,2024-06-12 23:07:17,InProcess,Pass,,0,All measured parameters within specification.
667,35,64,2024-07-12 23:21:29,FinalInspection,Pass,,0,All measured parameters within specification.
668,25,64,2025-06-08 21:55:56,FinalInspection,Pass,,0,All measured parameters within specification.
669,100,10,2024-05-19 01:02:04,InProcess,Pass,,0,All measured parameters within specification.
670,61,20,2023-09-24 23:35:42,InProcess,Pass,,0,All measured parameters within specification.
671,427,61,2023-01-20 14:50:15,InProcess,Pass,,0,All measured parameters within specification.
672,439,1,2025-08-28 14:15:59,FinalInspection,Pass,,0,All measured parameters within specification.
673,398,14,2025-07-21 21:50:32,InProcess,Pass,,0,All measured parameters within specification.
674,272,40,2023-09-20 04:10:33,InProcess,ReworkRequired,Weld Discontinuity,6,Weld Discontinuity identified during inspection; see NCR log.
675,3,12,2025-07-19 10:48:04,InProcess,ReworkRequired,Dimensional Tolerance Deviation,10,Dimensional Tolerance Deviation identified during inspection; see NCR log.
676,222,2,2025-08-30 23:33:23,InProcess,Pass,,0,All measured parameters within specification.
677,216,18,2023-03-02 22:01:59,Incoming,Fail,Surface Finish Defect,8,Surface Finish Defect identified during inspection; see NCR log.
678,263,58,2025-04-23 22:48:09,Incoming,Pass,,0,All measured parameters within specification.
679,482,44,2025-05-21 18:32:37,Incoming,Pass,,0,All measured parameters within specification.
680,426,66,2023-02-14 11:53:24,FinalInspection,Fail,Fastener Torque Non-Conformance,12,Fastener Torque Non-Conformance identified during inspection; see NCR log.
681,384,40,2023-05-07 05:18:20,FinalInspection,Pass,,0,All measured parameters within specification.
682,26,12,2025-08-14 01:28:06,FinalInspection,Pass,,0,All measured parameters within specification.
683,406,8,2024-08-24 23:15:46,FinalInspection,Pass,,0,All measured parameters within specification.
684,59,57,2023-07-18 21:49:08,InProcess,Pass,,0,All measured parameters within specification.
685,453,72,2025-12-30 21:58:26,Audit,Pass,,0,All measured parameters within specification.
686,269,12,2025-01-30 08:53:29,Incoming,Pass,,0,All measured parameters within specification.
687,106,72,2023-04-18 16:18:28,FinalInspection,Pass,,0,All measured parameters within specification.
688,38,31,2023-01-16 03:08:06,InProcess,Pass,,0,All measured parameters within specification.
689,247,9,2023-12-08 12:31:19,InProcess,Pass,,0,All measured parameters within specification.
690,469,1,2025-12-15 20:20:57,InProcess,Pass,,0,All measured parameters within specification.
691,120,80,2025-10-15 05:45:33,Incoming,Pass,,0,All measured parameters within specification.
692,456,79,2024-06-20 09:18:23,Incoming,Pass,,0,All measured parameters within specification.
693,500,12,2023-05-01 19:55:21,InProcess,Pass,,0,All measured parameters within specification.
694,460,37,2023-01-26 18:50:19,FinalInspection,Pass,,0,All measured parameters within specification.
695,257,77,2024-04-08 00:50:55,FinalInspection,Pass,,0,All measured parameters within specification.
696,206,72,2025-04-22 19:42:49,FinalInspection,Pass,,0,All measured parameters within specification.
697,283,36,2024-01-08 18:10:00,InProcess,Pass,,0,All measured parameters within specification.
698,20,69,2024-04-25 08:33:03,InProcess,Pass,,0,All measured parameters within specification.
699,56,32,2025-02-01 00:43:33,FinalInspection,Pass,,0,All measured parameters within specification.
700,486,11,2024-09-10 14:47:49,InProcess,Pass,,0,All measured parameters within specification.
701,356,27,2024-07-11 14:37:22,Incoming,Pass,,0,All measured parameters within specification.
702,174,34,2024-10-18 06:13:25,FinalInspection,Pass,,0,All measured parameters within specification.
703,480,30,2025-08-13 23:25:10,InProcess,Pass,,0,All measured parameters within specification.
704,414,29,2024-04-09 14:57:44,Incoming,Pass,,0,All measured parameters within specification.
705,290,2,2024-05-08 18:51:22,FinalInspection,Pass,,0,All measured parameters within specification.
706,161,12,2025-01-06 09:21:15,FinalInspection,Pass,,0,All measured parameters within specification.
707,422,43,2024-01-06 06:19:51,Incoming,Pass,,0,All measured parameters within specification.
708,52,43,2023-05-31 07:55:28,InProcess,Pass,,0,All measured parameters within specification.
709,174,33,2025-07-17 04:25:29,FinalInspection,Fail,Foreign Object Debris (FOD),2,Foreign Object Debris (FOD) identified during inspection; see NCR log.
710,353,16,2025-06-27 14:06:35,FinalInspection,Pass,,0,All measured parameters within specification.
711,289,5,2025-07-13 20:28:43,FinalInspection,Pass,,0,All measured parameters within specification.
712,439,11,2025-09-13 19:36:48,Incoming,Pass,,0,All measured parameters within specification.
713,89,5,2023-05-10 08:44:10,FinalInspection,Pass,,0,All measured parameters within specification.
714,389,35,2025-02-16 08:26:16,FinalInspection,Pass,,0,All measured parameters within specification.
715,259,27,2024-06-30 15:05:08,Audit,Pass,,0,All measured parameters within specification.
716,248,61,2023-07-22 13:25:46,FinalInspection,Pass,,0,All measured parameters within specification.
717,329,80,2023-04-11 15:02:21,Incoming,Fail,Material Porosity,6,Material Porosity identified during inspection; see NCR log.
718,28,63,2025-01-16 00:08:03,InProcess,Pass,,0,All measured parameters within specification.
719,51,72,2023-09-07 09:39:21,Incoming,Pass,,0,All measured parameters within specification.
720,224,17,2024-04-25 05:21:41,Audit,Pass,,0,All measured parameters within specification.
721,359,1,2025-10-16 11:09:20,FinalInspection,Pass,,0,All measured parameters within specification.
722,139,62,2024-09-24 00:42:08,Audit,Pass,,0,All measured parameters within specification.
723,195,54,2024-05-23 16:29:40,InProcess,Pass,,0,All measured parameters within specification.
724,115,41,2025-04-12 08:45:15,FinalInspection,Pass,,0,All measured parameters within specification.
725,314,28,2023-08-17 22:03:12,Incoming,Pass,,0,All measured parameters within specification.
726,202,58,2024-06-01 04:30:38,Incoming,Pass,,0,All measured parameters within specification.
727,33,69,2024-03-03 13:36:09,FinalInspection,Fail,Coating Thickness Deviation,10,Coating Thickness Deviation identified during inspection; see NCR log.
728,280,54,2025-09-15 21:37:42,Incoming,Pass,,0,All measured parameters within specification.
729,461,18,2023-09-11 08:17:08,FinalInspection,Pass,,0,All measured parameters within specification.
730,77,67,2024-07-26 09:48:34,Incoming,Pass,,0,All measured parameters within specification.
731,245,44,2025-07-27 01:33:48,Incoming,Pass,,0,All measured parameters within specification.
732,144,48,2024-11-03 13:18:53,FinalInspection,ReworkRequired,Coating Thickness Deviation,12,Coating Thickness Deviation identified during inspection; see NCR log.
733,189,18,2025-03-21 03:04:35,InProcess,Pass,,0,All measured parameters within specification.
734,196,50,2023-03-25 13:16:34,FinalInspection,Pass,,0,All measured parameters within specification.
735,258,73,2024-06-17 07:53:28,InProcess,Pass,,0,All measured parameters within specification.
736,44,9,2024-06-13 17:32:35,FinalInspection,Pass,,0,All measured parameters within specification.
737,137,19,2024-08-02 03:00:53,FinalInspection,Pass,,0,All measured parameters within specification.
738,493,26,2024-04-18 22:55:53,Incoming,Pass,,0,All measured parameters within specification.
739,147,27,2025-07-31 18:46:42,InProcess,Pass,,0,All measured parameters within specification.
740,429,19,2025-07-24 02:35:42,InProcess,Pass,,0,All measured parameters within specification.
741,148,21,2025-08-19 00:56:26,InProcess,Pass,,0,All measured parameters within specification.
742,299,26,2024-06-15 15:23:57,Incoming,Pass,,0,All measured parameters within specification.
743,352,30,2023-08-10 09:55:57,Incoming,Pass,,0,All measured parameters within specification.
744,126,30,2023-08-19 20:09:32,FinalInspection,Pass,,0,All measured parameters within specification.
745,46,40,2024-10-05 06:50:08,FinalInspection,Pass,,0,All measured parameters within specification.
746,61,15,2024-04-16 04:51:33,FinalInspection,Pass,,0,All measured parameters within specification.
747,410,69,2023-08-27 00:03:50,InProcess,Pass,,0,All measured parameters within specification.
748,86,10,2024-01-13 23:58:30,InProcess,Pass,,0,All measured parameters within specification.
749,341,59,2025-07-02 21:02:19,FinalInspection,Pass,,0,All measured parameters within specification.
750,495,18,2024-03-02 17:48:36,InProcess,Pass,,0,All measured parameters within specification.
751,418,60,2025-12-11 03:17:44,FinalInspection,Pass,,0,All measured parameters within specification.
752,379,22,2024-04-10 21:18:16,FinalInspection,Pass,,0,All measured parameters within specification.
753,372,11,2024-08-10 03:12:53,Audit,Pass,,0,All measured parameters within specification.
754,141,6,2024-10-13 14:23:59,InProcess,ReworkRequired,Foreign Object Debris (FOD),7,Foreign Object Debris (FOD) identified during inspection; see NCR log.
755,239,23,2025-05-26 07:50:16,Audit,Pass,,0,All measured parameters within specification.
756,100,32,2024-03-25 12:11:42,Audit,Pass,,0,All measured parameters within specification.
757,366,43,2024-11-30 05:12:42,Incoming,ReworkRequired,Coating Thickness Deviation,1,Coating Thickness Deviation identified during inspection; see NCR log.
758,441,26,2024-11-23 16:06:49,InProcess,Pass,,0,All measured parameters within specification.
759,494,19,2023-03-09 20:21:47,InProcess,Pass,,0,All measured parameters within specification.
760,87,40,2024-01-21 08:36:09,InProcess,Pass,,0,All measured parameters within specification.
761,292,53,2025-07-12 18:55:07,Incoming,Pass,,0,All measured parameters within specification.
762,172,80,2025-01-01 03:55:37,FinalInspection,ReworkRequired,Dimensional Tolerance Deviation,4,Dimensional Tolerance Deviation identified during inspection; see NCR log.
763,202,13,2025-09-11 14:52:03,InProcess,Pass,,0,All measured parameters within specification.
764,93,64,2023-12-31 15:23:06,FinalInspection,Pass,,0,All measured parameters within specification.
765,289,18,2025-10-07 23:03:03,FinalInspection,Fail,Dimensional Tolerance Deviation,12,Dimensional Tolerance Deviation identified during inspection; see NCR log.
766,111,34,2023-08-09 19:23:16,FinalInspection,Fail,Material Porosity,9,Material Porosity identified during inspection; see NCR log.
767,10,27,2023-03-09 14:33:50,Incoming,Pass,,0,All measured parameters within specification.
768,5,34,2024-08-08 23:31:41,InProcess,ReworkRequired,Fastener Torque Non-Conformance,7,Fastener Torque Non-Conformance identified during inspection; see NCR log.
769,495,64,2024-11-03 19:42:48,FinalInspection,Pass,,0,All measured parameters within specification.
770,136,78,2023-05-25 06:28:48,FinalInspection,Pass,,0,All measured parameters within specification.
771,282,50,2023-04-22 18:51:17,FinalInspection,Pass,,0,All measured parameters within specification.
772,310,70,2025-10-31 09:27:21,FinalInspection,Pass,,0,All measured parameters within specification.
773,138,73,2023-10-14 01:03:55,Incoming,Pass,,0,All measured parameters within specification.
774,373,78,2024-02-01 03:26:08,Incoming,Pass,,0,All measured parameters within specification.
775,104,62,2023-01-01 13:29:09,FinalInspection,Pass,,0,All measured parameters within specification.
776,55,55,2023-10-10 16:52:47,FinalInspection,ReworkRequired,Weld Discontinuity,3,Weld Discontinuity identified during inspection; see NCR log.
777,280,33,2025-02-21 21:09:25,Incoming,Pass,,0,All measured parameters within specification.
778,8,72,2024-11-10 21:19:14,InProcess,Pass,,0,All measured parameters within specification.
779,263,3,2025-05-21 18:19:22,Incoming,Pass,,0,All measured parameters within specification.
780,34,67,2024-05-21 08:49:33,Audit,Pass,,0,All measured parameters within specification.
781,22,14,2023-07-29 00:43:01,Audit,Pass,,0,All measured parameters within specification.
782,134,51,2025-09-03 01:43:38,FinalInspection,Pass,,0,All measured parameters within specification.
783,491,76,2025-05-13 15:08:28,Incoming,Pass,,0,All measured parameters within specification.
784,204,27,2023-01-30 21:43:27,FinalInspection,Fail,Coating Thickness Deviation,12,Coating Thickness Deviation identified during inspection; see NCR log.
785,56,11,2023-01-16 08:58:17,FinalInspection,ReworkRequired,Coating Thickness Deviation,2,Coating Thickness Deviation identified during inspection; see NCR log.
786,399,61,2023-08-14 07:19:23,InProcess,Pass,,0,All measured parameters within specification.
787,245,24,2025-05-25 13:39:05,InProcess,Pass,,0,All measured parameters within specification.
788,313,66,2025-05-31 10:49:07,InProcess,Pass,,0,All measured parameters within specification.
789,175,2,2023-12-02 16:34:22,InProcess,Pass,,0,All measured parameters within specification.
790,288,63,2023-04-07 20:39:13,FinalInspection,Pass,,0,All measured parameters within specification.
791,142,60,2025-05-16 01:03:11,FinalInspection,Pass,,0,All measured parameters within specification.
792,297,26,2025-11-16 01:21:19,Audit,Pass,,0,All measured parameters within specification.
793,281,70,2023-08-27 07:26:44,Audit,Pass,,0,All measured parameters within specification.
794,11,66,2024-10-26 02:32:19,FinalInspection,Pass,,0,All measured parameters within specification.
795,445,32,2024-11-20 17:10:38,FinalInspection,Pass,,0,All measured parameters within specification.
796,339,26,2023-09-13 10:52:18,Incoming,Pass,,0,All measured parameters within specification.
797,290,30,2023-02-13 02:04:08,Incoming,Pass,,0,All measured parameters within specification.
798,88,39,2024-01-07 18:02:19,FinalInspection,ReworkRequired,Coating Thickness Deviation,1,Coating Thickness Deviation identified during inspection; see NCR log.
799,489,78,2023-03-17 10:24:09,FinalInspection,Pass,,0,All measured parameters within specification.
800,148,66,2024-12-28 09:39:43,Audit,Pass,,0,All measured parameters within specification.
801,81,71,2025-11-01 12:35:20,InProcess,ReworkRequired,Coating Thickness Deviation,11,Coating Thickness Deviation identified during inspection; see NCR log.
802,466,20,2025-04-03 00:42:32,InProcess,Fail,Weld Discontinuity,5,Weld Discontinuity identified during inspection; see NCR log.
803,75,24,2024-02-14 09:39:36,Incoming,Pass,,0,All measured parameters within specification.
804,469,4,2023-04-22 12:46:17,FinalInspection,Pass,,0,All measured parameters within specification.
805,416,45,2025-07-02 02:31:37,FinalInspection,Pass,,0,All measured parameters within specification.
806,407,70,2024-05-23 10:32:33,InProcess,Fail,Foreign Object Debris (FOD),3,Foreign Object Debris (FOD) identified during inspection; see NCR log.
807,172,58,2024-11-01 14:22:28,FinalInspection,Pass,,0,All measured parameters within specification.
808,204,53,2025-05-27 06:10:29,InProcess,Fail,Surface Finish Defect,12,Surface Finish Defect identified during inspection; see NCR log.
809,267,67,2023-03-09 18:21:36,FinalInspection,Pass,,0,All measured parameters within specification.
810,241,48,2025-10-07 03:14:56,InProcess,Fail,Weld Discontinuity,5,Weld Discontinuity identified during inspection; see NCR log.
811,261,27,2024-07-18 16:52:05,FinalInspection,Pass,,0,All measured parameters within specification.
812,101,20,2023-09-20 00:23:48,FinalInspection,Pass,,0,All measured parameters within specification.
813,357,61,2025-03-14 09:11:36,Incoming,Pass,,0,All measured parameters within specification.
814,230,44,2023-08-01 00:11:32,FinalInspection,Pass,,0,All measured parameters within specification.
815,155,75,2025-08-17 10:19:09,InProcess,ReworkRequired,Coating Thickness Deviation,4,Coating Thickness Deviation identified during inspection; see NCR log.
816,252,35,2023-04-21 16:58:12,Incoming,Pass,,0,All measured parameters within specification.
817,368,39,2023-07-31 03:26:29,Incoming,Pass,,0,All measured parameters within specification.
818,129,19,2024-01-20 07:44:25,Incoming,Fail,Coating Thickness Deviation,9,Coating Thickness Deviation identified during inspection; see NCR log.
819,226,64,2025-12-30 15:13:05,Incoming,Pass,,0,All measured parameters within specification.
820,102,63,2025-11-10 23:26:58,FinalInspection,Pass,,0,All measured parameters within specification.
821,436,17,2025-10-26 00:44:57,Incoming,Pass,,0,All measured parameters within specification.
822,128,60,2024-11-02 21:50:21,InProcess,Pass,,0,All measured parameters within specification.
823,493,40,2024-05-05 16:45:18,InProcess,ReworkRequired,Material Porosity,11,Material Porosity identified during inspection; see NCR log.
824,423,18,2024-04-27 05:26:31,InProcess,Pass,,0,All measured parameters within specification.
825,109,36,2024-02-14 03:46:46,InProcess,Pass,,0,All measured parameters within specification.
826,282,42,2024-03-08 19:14:11,FinalInspection,Pass,,0,All measured parameters within specification.
827,133,54,2023-01-29 04:40:22,InProcess,Fail,Foreign Object Debris (FOD),2,Foreign Object Debris (FOD) identified during inspection; see NCR log.
828,96,48,2025-02-11 11:52:34,FinalInspection,Pass,,0,All measured parameters within specification.
829,145,72,2025-09-22 14:51:46,Incoming,Pass,,0,All measured parameters within specification.
830,227,2,2025-03-30 04:19:10,InProcess,Pass,,0,All measured parameters within specification.
831,129,69,2025-05-08 12:35:17,InProcess,Pass,,0,All measured parameters within specification.
832,211,51,2025-05-21 19:56:23,Incoming,Pass,,0,All measured parameters within specification.
833,337,18,2024-12-31 12:43:13,InProcess,Pass,,0,All measured parameters within specification.
834,318,31,2024-09-09 16:40:24,FinalInspection,Pass,,0,All measured parameters within specification.
835,385,4,2024-05-21 05:30:26,InProcess,Pass,,0,All measured parameters within specification.
836,322,47,2025-08-01 19:16:27,Audit,Pass,,0,All measured parameters within specification.
837,208,53,2025-01-05 21:45:31,Incoming,Pass,,0,All measured parameters within specification.
838,438,40,2025-09-30 07:55:39,FinalInspection,Pass,,0,All measured parameters within specification.
839,495,56,2025-11-09 13:20:04,InProcess,Pass,,0,All measured parameters within specification.
840,58,9,2023-10-17 02:08:14,FinalInspection,Pass,,0,All measured parameters within specification.
841,469,23,2024-04-12 22:20:45,FinalInspection,ReworkRequired,Weld Discontinuity,7,Weld Discontinuity identified during inspection; see NCR log.
842,359,64,2023-12-11 07:59:32,InProcess,Pass,,0,All measured parameters within specification.
843,102,10,2024-08-30 09:15:46,FinalInspection,Pass,,0,All measured parameters within specification.
844,402,24,2023-11-07 10:15:43,InProcess,Pass,,0,All measured parameters within specification.
845,210,79,2025-04-20 18:23:58,Incoming,ReworkRequired,Weld Discontinuity,2,Weld Discontinuity identified during inspection; see NCR log.
846,83,33,2025-05-31 16:28:16,InProcess,Pass,,0,All measured parameters within specification.
847,280,79,2023-05-27 13:30:35,Audit,Pass,,0,All measured parameters within specification.
848,264,21,2023-09-12 08:50:24,InProcess,ReworkRequired,Material Porosity,9,Material Porosity identified during inspection; see NCR log.
849,354,8,2025-08-11 06:40:41,Incoming,Pass,,0,All measured parameters within specification.
850,319,1,2024-08-18 10:32:33,Incoming,Pass,,0,All measured parameters within specification.
851,175,77,2024-11-18 09:13:41,InProcess,Pass,,0,All measured parameters within specification.
852,183,48,2023-04-25 06:08:18,Incoming,Pass,,0,All measured parameters within specification.
853,195,33,2025-06-16 17:20:34,FinalInspection,Pass,,0,All measured parameters within specification.
854,185,37,2023-12-25 09:11:47,Incoming,Pass,,0,All measured parameters within specification.
855,387,44,2023-01-08 09:15:46,Incoming,Pass,,0,All measured parameters within specification.
856,271,11,2024-06-26 01:12:37,Audit,Pass,,0,All measured parameters within specification.
857,139,9,2025-02-28 11:47:21,Incoming,Pass,,0,All measured parameters within specification.
858,327,20,2024-12-15 07:46:43,Incoming,Pass,,0,All measured parameters within specification.
859,482,60,2023-09-28 04:41:46,Incoming,Pass,,0,All measured parameters within specification.
860,367,17,2024-08-25 17:53:22,Audit,Pass,,0,All measured parameters within specification.
861,405,17,2024-06-28 04:06:50,Incoming,Pass,,0,All measured parameters within specification.
862,83,6,2023-09-06 05:28:16,Incoming,Pass,,0,All measured parameters within specification.
863,351,2,2025-03-21 16:45:55,FinalInspection,Pass,,0,All measured parameters within specification.
864,81,47,2024-04-10 16:48:50,InProcess,Pass,,0,All measured parameters within specification.
865,34,55,2023-11-30 02:07:07,Incoming,Pass,,0,All measured parameters within specification.
866,336,80,2023-10-09 15:51:02,InProcess,Pass,,0,All measured parameters within specification.
867,127,33,2024-11-11 18:44:41,Incoming,Pass,,0,All measured parameters within specification.
868,460,5,2025-09-24 18:16:30,InProcess,Pass,,0,All measured parameters within specification.
869,398,39,2024-06-10 01:43:15,Incoming,Fail,Surface Finish Defect,8,Surface Finish Defect identified during inspection; see NCR log.
870,2,42,2024-05-28 18:41:21,InProcess,Pass,,0,All measured parameters within specification.
871,390,68,2023-09-30 10:55:13,FinalInspection,Pass,,0,All measured parameters within specification.
872,499,24,2025-08-12 13:00:40,FinalInspection,ReworkRequired,Surface Finish Defect,7,Surface Finish Defect identified during inspection; see NCR log.
873,113,78,2025-02-01 20:18:12,FinalInspection,ReworkRequired,Surface Finish Defect,10,Surface Finish Defect identified during inspection; see NCR log.
874,327,21,2025-05-19 12:01:12,Incoming,Pass,,0,All measured parameters within specification.
875,303,39,2023-01-06 00:05:01,FinalInspection,Pass,,0,All measured parameters within specification.
876,359,31,2023-01-07 08:19:46,InProcess,Pass,,0,All measured parameters within specification.
877,399,61,2024-01-19 10:24:17,FinalInspection,Pass,,0,All measured parameters within specification.
878,142,77,2023-07-21 06:56:57,Audit,Pass,,0,All measured parameters within specification.
