PurchaseOrderLineID,PurchaseOrderID,ItemID,QuantityOrdered,QuantityReceived,UnitPrice,LineTotal
1169,385,67,197.14,61.66,5994.05,1181667.02
1170,39,84,338.69,0.0,182230.9,61719783.52
1171,291,51,133.65,133.65,17.86,2386.99
1172,213,95,175.87,175.87,51.66,9085.44
1173,76,225,459.16,0.0,123883.74,56882458.06
1174,211,214,148.8,148.8,176.72,26295.94
1175,100,58,237.64,237.64,6479.11,1539695.7
1176,251,6,445.62,0.0,22.93,10218.07
1177,72,166,355.32,0.0,3904.84,1387467.75
1178,300,59,35.79,35.79,44329.97,1586569.63
1179,167,250,77.92,0.0,4672.02,364043.8
1180,43,68,8.88,0.0,95.97,852.21
1181,256,44,317.31,317.31,180.02,57122.15
1182,144,159,226.6,226.6,1414.4,320503.04
1183,184,67,71.47,0.0,5359.67,383055.61
1184,267,246,479.18,479.18,352.57,168944.49
1185,354,243,267.18,267.18,51.44,13743.74
1186,67,4,124.74,124.74,280.73,35018.26
1187,73,112,252.8,0.0,179715.38,45432048.06
1188,161,238,341.41,0.0,170.81,58316.24
1189,136,173,42.74,42.74,82996.6,3547274.68
1190,64,58,140.98,93.58,6782.97,956263.11
1191,400,221,404.45,0.0,329.36,133209.65
1192,178,69,232.53,0.0,35.6,8278.07
1193,141,127,275.56,275.56,257.26,70890.57
1194,127,111,219.24,0.0,8073.56,1770047.29
1195,397,154,26.73,26.73,208.78,5580.69
1196,130,211,87.05,87.05,286.33,24925.03
1197,149,49,225.54,225.54,5648.32,1273922.09
1198,306,105,108.55,77.62,296.47,32181.82
1199,173,250,29.74,0.0,4441.29,132083.96
1200,291,159,422.61,422.61,1422.15,601014.81
