ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes,ProductionDurationHours,DowntimeFlag,MachineUtilizationRate,ScrapRate
2591,378,11,6,2024-04-17,2024-04-17 14:00:00,2024-04-17 22:00:00,134.93,3.68,145,Material shortage caused brief stoppage.,8.0,1,0.6979,0.0265
2592,375,8,30,2024-12-26,2024-12-26 22:00:00,2024-12-27 06:00:00,17.74,0.01,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0006
2593,56,18,63,2025-09-29,2025-09-29 06:00:00,2025-09-29 14:00:00,98.94,2.31,8,Quality hold pending inspection.,8.0,0,0.9833,0.0228
2594,63,31,30,2025-05-18,2025-05-18 22:00:00,2025-05-19 06:00:00,102.43,18.22,14,None,8.0,0,0.9708,0.151
2595,268,25,23,2024-10-28,2024-10-28 22:00:00,2024-10-29 06:00:00,132.53,2.95,2,Operator changeover mid-shift.,8.0,0,0.9958,0.0218
2596,92,12,35,2024-02-15,2024-02-15 22:00:00,2024-02-16 06:00:00,92.93,1.39,7,None,8.0,0,0.9854,0.0147
2597,483,19,6,2024-01-21,2024-01-21 06:00:00,2024-01-21 14:00:00,142.04,2.79,14,None,8.0,0,0.9708,0.0193
2598,237,30,14,2024-07-12,2024-07-12 22:00:00,2024-07-13 06:00:00,69.74,0.53,9,Minor tooling adjustment required.,8.0,0,0.9812,0.0075
2599,327,5,17,2025-07-17,2025-07-17 14:00:00,2025-07-17 22:00:00,39.54,0.4,15,Unscheduled machine downtime.,8.0,0,0.9688,0.01
2600,380,8,67,2024-11-20,2024-11-20 14:00:00,2024-11-20 22:00:00,87.68,0.46,140,Unscheduled machine downtime.,8.0,1,0.7083,0.0052
2601,10,26,35,2024-09-01,2024-09-01 06:00:00,2024-09-01 14:00:00,63.0,1.12,1,Quality hold pending inspection.,8.0,0,0.9979,0.0175
2602,355,31,72,2024-10-14,2024-10-14 06:00:00,2024-10-14 14:00:00,84.89,1.1,15,Operator changeover mid-shift.,8.0,0,0.9688,0.0128
2603,161,14,72,2025-07-22,2025-07-22 22:00:00,2025-07-23 06:00:00,11.35,0.2,12,Unscheduled machine downtime.,8.0,0,0.975,0.0173
2604,476,9,47,2025-03-27,2025-03-27 22:00:00,2025-03-28 06:00:00,115.86,0.01,10,None,8.0,0,0.9792,0.0001
2605,349,29,2,2025-03-18,2025-03-18 14:00:00,2025-03-18 22:00:00,74.8,0.68,13,Material shortage caused brief stoppage.,8.0,0,0.9729,0.009
2606,390,6,59,2024-10-21,2024-10-21 14:00:00,2024-10-21 22:00:00,33.94,0.85,8,Minor tooling adjustment required.,8.0,0,0.9833,0.0244
2607,443,29,59,2023-02-25,2023-02-25 22:00:00,2023-02-26 06:00:00,87.29,2.47,105,None,8.0,1,0.7812,0.0275
2608,185,29,23,2025-02-05,2025-02-05 22:00:00,2025-02-06 06:00:00,100.12,2.57,10,Minor tooling adjustment required.,8.0,0,0.9792,0.025
2609,2,6,79,2025-05-13,2025-05-13 22:00:00,2025-05-14 06:00:00,146.16,0.49,18,None,8.0,0,0.9625,0.0033
2610,9,33,22,2025-08-23,2025-08-23 06:00:00,2025-08-23 14:00:00,49.39,0.46,16,Operator changeover mid-shift.,8.0,0,0.9667,0.0092
2611,107,15,22,2023-07-23,2023-07-23 14:00:00,2023-07-23 22:00:00,145.37,3.93,10,Unscheduled machine downtime.,8.0,0,0.9792,0.0263
2612,258,34,64,2024-10-15,2024-10-15 22:00:00,2024-10-16 06:00:00,6.6,0.15,4,None,8.0,0,0.9917,0.0222
2613,462,5,19,2024-02-27,2024-02-27 06:00:00,2024-02-27 14:00:00,8.81,0.92,10,Material shortage caused brief stoppage.,8.0,0,0.9792,0.0946
2614,409,20,14,2023-09-27,2023-09-27 14:00:00,2023-09-27 22:00:00,44.8,0.36,2,Operator changeover mid-shift.,8.0,0,0.9958,0.008
2615,396,25,80,2024-06-17,2024-06-17 14:00:00,2024-06-17 22:00:00,7.78,0.66,13,Material shortage caused brief stoppage.,8.0,0,0.9729,0.0782
2616,174,14,4,2025-05-09,2025-05-09 22:00:00,2025-05-10 06:00:00,99.76,16.43,14,Quality hold pending inspection.,8.0,0,0.9708,0.1414
2617,141,8,38,2023-12-05,2023-12-05 22:00:00,2023-12-06 06:00:00,149.76,0.11,14,Unscheduled machine downtime.,8.0,0,0.9708,0.0007
2618,133,10,66,2024-12-14,2024-12-14 06:00:00,2024-12-14 14:00:00,73.83,1.3,201,Quality hold pending inspection.,8.0,1,0.5812,0.0173
2619,136,31,52,2024-11-11,2024-11-11 14:00:00,2024-11-11 22:00:00,116.82,9.41,12,None,8.0,0,0.975,0.0745
2620,303,29,16,2023-12-15,2023-12-15 06:00:00,2023-12-15 14:00:00,42.19,0.35,4,Minor tooling adjustment required.,8.0,0,0.9917,0.0082
2621,315,13,67,2023-02-09,2023-02-09 22:00:00,2023-02-10 06:00:00,12.51,0.05,18,None,8.0,0,0.9625,0.004
2622,36,10,17,2025-11-11,2025-11-11 22:00:00,2025-11-12 06:00:00,123.52,2.66,17,Material shortage caused brief stoppage.,8.0,0,0.9646,0.0211
2623,38,24,52,2024-09-20,2024-09-20 14:00:00,2024-09-20 22:00:00,145.48,2.67,160,Quality hold pending inspection.,8.0,1,0.6667,0.018
2624,102,28,71,2024-04-17,2024-04-17 22:00:00,2024-04-18 06:00:00,41.01,0.04,186,None,8.0,1,0.6125,0.001
2625,168,25,22,2024-11-20,2024-11-20 06:00:00,2024-11-20 14:00:00,63.43,1.41,7,None,8.0,0,0.9854,0.0217
2626,236,27,24,2025-05-12,2025-05-12 14:00:00,2025-05-12 22:00:00,22.96,4.34,7,Operator changeover mid-shift.,8.0,0,0.9854,0.159
2627,308,15,72,2023-06-17,2023-06-17 06:00:00,2023-06-17 14:00:00,29.4,0.13,57,Minor tooling adjustment required.,8.0,1,0.8812,0.0044
2628,375,10,40,2024-12-25,2024-12-25 06:00:00,2024-12-25 14:00:00,90.31,2.59,19,Operator changeover mid-shift.,8.0,0,0.9604,0.0279
2629,374,32,64,2023-09-01,2023-09-01 14:00:00,2023-09-01 22:00:00,15.36,0.07,151,Minor tooling adjustment required.,8.0,1,0.6854,0.0045
2630,417,2,1,2024-01-04,2024-01-04 22:00:00,2024-01-05 06:00:00,141.49,3.93,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.027
2631,364,18,72,2024-12-15,2024-12-15 22:00:00,2024-12-16 06:00:00,49.54,1.36,0,Unscheduled machine downtime.,8.0,0,1.0,0.0267
2632,61,25,77,2023-03-26,2023-03-26 22:00:00,2023-03-27 06:00:00,86.74,0.4,11,None,8.0,0,0.9771,0.0046
2633,108,5,22,2024-08-12,2024-08-12 06:00:00,2024-08-12 14:00:00,63.64,1.31,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0202
2634,292,11,75,2023-12-29,2023-12-29 06:00:00,2023-12-29 14:00:00,70.9,1.0,5,None,8.0,0,0.9896,0.0139
2635,97,27,14,2025-03-18,2025-03-18 06:00:00,2025-03-18 14:00:00,105.29,1.09,136,Material shortage caused brief stoppage.,8.0,1,0.7167,0.0102
2636,143,1,45,2025-01-14,2025-01-14 22:00:00,2025-01-15 06:00:00,16.92,0.25,18,None,8.0,0,0.9625,0.0146
2637,464,22,24,2025-09-02,2025-09-02 22:00:00,2025-09-03 06:00:00,51.68,0.23,16,Quality hold pending inspection.,8.0,0,0.9667,0.0044
2638,247,19,8,2025-09-07,2025-09-07 06:00:00,2025-09-07 14:00:00,47.7,0.82,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0169
2639,438,23,8,2023-06-23,2023-06-23 14:00:00,2023-06-23 22:00:00,35.39,3.68,12,Material shortage caused brief stoppage.,8.0,0,0.975,0.0942
2640,441,16,66,2024-01-17,2024-01-17 22:00:00,2024-01-18 06:00:00,89.84,2.38,18,None,8.0,0,0.9625,0.0258
2641,360,11,53,2025-01-21,2025-01-21 06:00:00,2025-01-21 14:00:00,75.78,0.5,18,Operator changeover mid-shift.,8.0,0,0.9625,0.0066
2642,275,26,26,2024-09-22,2024-09-22 14:00:00,2024-09-22 22:00:00,89.69,0.03,3,None,8.0,0,0.9938,0.0003
2643,183,7,57,2023-07-08,2023-07-08 14:00:00,2023-07-08 22:00:00,33.17,0.43,170,Quality hold pending inspection.,8.0,1,0.6458,0.0128
2644,212,25,22,2025-04-25,2025-04-25 14:00:00,2025-04-25 22:00:00,95.61,2.43,15,None,8.0,0,0.9688,0.0248
2645,449,25,8,2025-03-28,2025-03-28 14:00:00,2025-03-28 22:00:00,93.5,0.61,6,Material shortage caused brief stoppage.,8.0,0,0.9875,0.0065
2646,140,32,70,2023-03-18,2023-03-18 22:00:00,2023-03-19 06:00:00,19.66,0.45,16,Unscheduled machine downtime.,8.0,0,0.9667,0.0224
2647,410,17,61,2023-03-07,2023-03-07 06:00:00,2023-03-07 14:00:00,120.18,1.86,13,Operator changeover mid-shift.,8.0,0,0.9729,0.0152
2648,444,24,58,2025-08-22,2025-08-22 06:00:00,2025-08-22 14:00:00,101.71,1.5,5,Quality hold pending inspection.,8.0,0,0.9896,0.0145
2649,209,10,73,2024-06-04,2024-06-04 14:00:00,2024-06-04 22:00:00,13.82,0.14,1,Operator changeover mid-shift.,8.0,0,0.9979,0.01
2650,288,5,73,2023-06-20,2023-06-20 22:00:00,2023-06-21 06:00:00,29.13,0.54,15,None,8.0,0,0.9688,0.0182
2651,279,29,14,2023-01-03,2023-01-03 22:00:00,2023-01-04 06:00:00,109.18,2.74,184,Quality hold pending inspection.,8.0,1,0.6167,0.0245
2652,324,10,15,2023-12-17,2023-12-17 22:00:00,2023-12-18 06:00:00,25.98,0.03,1,Unscheduled machine downtime.,8.0,0,0.9979,0.0012
2653,203,33,71,2023-05-15,2023-05-15 14:00:00,2023-05-15 22:00:00,73.38,2.18,10,Operator changeover mid-shift.,8.0,0,0.9792,0.0289
2654,282,28,30,2025-10-31,2025-10-31 06:00:00,2025-10-31 14:00:00,45.17,0.36,12,Material shortage caused brief stoppage.,8.0,0,0.975,0.0079
2655,243,8,11,2024-11-27,2024-11-27 14:00:00,2024-11-27 22:00:00,82.62,14.82,15,Minor tooling adjustment required.,8.0,0,0.9688,0.1521
2656,203,32,57,2023-04-22,2023-04-22 22:00:00,2023-04-23 06:00:00,11.89,0.82,19,Operator changeover mid-shift.,8.0,0,0.9604,0.0645
2657,93,1,13,2023-12-11,2023-12-11 14:00:00,2023-12-11 22:00:00,93.13,1.31,0,Minor tooling adjustment required.,8.0,0,1.0,0.0139
2658,185,18,16,2025-02-04,2025-02-04 22:00:00,2025-02-05 06:00:00,9.98,0.15,0,Quality hold pending inspection.,8.0,0,1.0,0.0148
2659,9,31,8,2025-08-27,2025-08-27 22:00:00,2025-08-28 06:00:00,98.94,1.4,63,None,8.0,1,0.8688,0.014
2660,133,24,72,2024-12-08,2024-12-08 14:00:00,2024-12-08 22:00:00,61.87,1.62,166,None,8.0,1,0.6542,0.0255
2661,146,21,61,2025-02-24,2025-02-24 22:00:00,2025-02-25 06:00:00,56.96,1.66,32,Unscheduled machine downtime.,8.0,1,0.9333,0.0283
2662,189,25,56,2025-07-05,2025-07-05 06:00:00,2025-07-05 14:00:00,22.15,0.48,8,Operator changeover mid-shift.,8.0,0,0.9833,0.0212
2663,203,21,46,2023-04-22,2023-04-22 06:00:00,2023-04-22 14:00:00,13.05,0.38,3,Quality hold pending inspection.,8.0,0,0.9938,0.0283
2664,8,5,80,2025-05-18,2025-05-18 22:00:00,2025-05-19 06:00:00,84.09,2.0,1,None,8.0,0,0.9979,0.0232
2665,428,18,45,2025-12-06,2025-12-06 22:00:00,2025-12-07 06:00:00,141.98,3.83,13,None,8.0,0,0.9729,0.0263
2666,237,14,67,2024-07-11,2024-07-11 22:00:00,2024-07-12 06:00:00,83.95,2.37,12,None,8.0,0,0.975,0.0275
2667,388,17,6,2024-11-15,2024-11-15 06:00:00,2024-11-15 14:00:00,94.93,2.54,7,None,8.0,0,0.9854,0.0261
2668,304,20,34,2025-01-17,2025-01-17 06:00:00,2025-01-17 14:00:00,122.46,2.21,1,Unscheduled machine downtime.,8.0,0,0.9979,0.0177
2669,114,6,64,2025-07-31,2025-07-31 06:00:00,2025-07-31 14:00:00,76.4,1.83,8,Material shortage caused brief stoppage.,8.0,0,0.9833,0.0234
2670,436,26,53,2023-02-16,2023-02-16 06:00:00,2023-02-16 14:00:00,35.97,0.79,11,None,8.0,0,0.9771,0.0215
2671,387,28,25,2025-05-22,2025-05-22 14:00:00,2025-05-22 22:00:00,132.22,3.11,10,None,8.0,0,0.9792,0.023
2672,339,18,26,2024-11-19,2024-11-19 22:00:00,2024-11-20 06:00:00,26.94,0.13,16,Operator changeover mid-shift.,8.0,0,0.9667,0.0048
2673,369,32,49,2023-07-09,2023-07-09 06:00:00,2023-07-09 14:00:00,120.11,0.55,118,Material shortage caused brief stoppage.,8.0,1,0.7542,0.0046
2674,27,10,60,2023-04-18,2023-04-18 06:00:00,2023-04-18 14:00:00,9.9,0.0,63,None,8.0,1,0.8688,0.0
2675,226,5,37,2025-05-24,2025-05-24 14:00:00,2025-05-24 22:00:00,149.17,2.88,14,None,8.0,0,0.9708,0.0189
2676,49,19,57,2024-09-17,2024-09-17 14:00:00,2024-09-17 22:00:00,107.89,2.37,12,None,8.0,0,0.975,0.0215
2677,218,26,46,2023-08-20,2023-08-20 22:00:00,2023-08-21 06:00:00,24.77,0.39,15,Unscheduled machine downtime.,8.0,0,0.9688,0.0155
2678,76,12,5,2024-11-04,2024-11-04 14:00:00,2024-11-04 22:00:00,149.86,16.71,1,Quality hold pending inspection.,8.0,0,0.9979,0.1003
2679,195,9,10,2024-02-21,2024-02-21 14:00:00,2024-02-21 22:00:00,147.77,21.58,13,Quality hold pending inspection.,8.0,0,0.9729,0.1274
2680,16,7,70,2023-08-18,2023-08-18 06:00:00,2023-08-18 14:00:00,46.2,0.81,8,Material shortage caused brief stoppage.,8.0,0,0.9833,0.0172
2681,237,29,72,2024-07-28,2024-07-28 14:00:00,2024-07-28 22:00:00,119.41,16.91,14,Operator changeover mid-shift.,8.0,0,0.9708,0.124
2682,84,2,68,2025-06-27,2025-06-27 22:00:00,2025-06-28 06:00:00,45.13,0.68,17,None,8.0,0,0.9646,0.0148
2683,423,26,5,2023-05-03,2023-05-03 06:00:00,2023-05-03 14:00:00,147.33,1.17,3,None,8.0,0,0.9938,0.0079
2684,4,9,71,2025-03-21,2025-03-21 14:00:00,2025-03-21 22:00:00,93.75,9.87,13,Operator changeover mid-shift.,8.0,0,0.9729,0.0953
2685,284,4,33,2025-05-30,2025-05-30 14:00:00,2025-05-30 22:00:00,56.15,0.39,1,Material shortage caused brief stoppage.,8.0,0,0.9979,0.0069
2686,2,32,45,2025-05-26,2025-05-26 22:00:00,2025-05-27 06:00:00,78.53,0.08,19,Quality hold pending inspection.,8.0,0,0.9604,0.001
2687,451,8,72,2024-03-17,2024-03-17 14:00:00,2024-03-17 22:00:00,71.18,1.18,17,Unscheduled machine downtime.,8.0,0,0.9646,0.0163
2688,50,27,23,2024-09-25,2024-09-25 22:00:00,2024-09-26 06:00:00,43.99,0.39,0,None,8.0,0,1.0,0.0088
2689,158,29,66,2024-11-22,2024-11-22 22:00:00,2024-11-23 06:00:00,91.59,2.06,9,None,8.0,0,0.9812,0.022
2690,410,34,13,2023-03-07,2023-03-07 14:00:00,2023-03-07 22:00:00,102.92,1.26,13,Material shortage caused brief stoppage.,8.0,0,0.9729,0.0121
2691,34,12,50,2025-11-20,2025-11-20 22:00:00,2025-11-21 06:00:00,107.4,1.33,19,Unscheduled machine downtime.,8.0,0,0.9604,0.0122
2692,73,29,46,2025-10-07,2025-10-07 14:00:00,2025-10-07 22:00:00,80.18,12.4,193,Operator changeover mid-shift.,8.0,1,0.5979,0.1339
2693,306,11,26,2024-09-11,2024-09-11 22:00:00,2024-09-12 06:00:00,18.85,1.48,9,Material shortage caused brief stoppage.,8.0,0,0.9812,0.0728
2694,154,4,33,2023-12-27,2023-12-27 22:00:00,2023-12-28 06:00:00,125.88,0.43,3,Quality hold pending inspection.,8.0,0,0.9938,0.0034
2695,109,30,9,2025-11-21,2025-11-21 14:00:00,2025-11-21 22:00:00,49.33,0.07,13,Quality hold pending inspection.,8.0,0,0.9729,0.0014
2696,316,30,44,2025-08-16,2025-08-16 14:00:00,2025-08-16 22:00:00,118.99,7.36,1,Minor tooling adjustment required.,8.0,0,0.9979,0.0583
2697,438,26,26,2023-06-21,2023-06-21 14:00:00,2023-06-21 22:00:00,39.38,1.07,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.0265
2698,101,1,71,2024-09-07,2024-09-07 06:00:00,2024-09-07 14:00:00,9.97,0.05,231,None,8.0,1,0.5188,0.005
2699,187,4,17,2025-05-11,2025-05-11 22:00:00,2025-05-12 06:00:00,143.1,1.23,56,None,8.0,1,0.8833,0.0085
2700,170,11,69,2025-03-11,2025-03-11 14:00:00,2025-03-11 22:00:00,65.58,0.95,10,None,8.0,0,0.9792,0.0143
2701,442,12,57,2023-04-14,2023-04-14 22:00:00,2023-04-15 06:00:00,48.61,0.81,13,Operator changeover mid-shift.,8.0,0,0.9729,0.0164
2702,403,5,1,2023-04-14,2023-04-14 14:00:00,2023-04-14 22:00:00,50.21,0.38,8,None,8.0,0,0.9833,0.0075
2703,37,17,35,2025-06-18,2025-06-18 06:00:00,2025-06-18 14:00:00,57.63,0.31,9,None,8.0,0,0.9812,0.0054
2704,32,15,9,2024-11-07,2024-11-07 22:00:00,2024-11-08 06:00:00,30.02,0.71,14,None,8.0,0,0.9708,0.0231
2705,261,2,69,2024-03-31,2024-03-31 14:00:00,2024-03-31 22:00:00,30.32,0.55,8,None,8.0,0,0.9833,0.0178
2706,174,32,80,2025-05-10,2025-05-10 14:00:00,2025-05-10 22:00:00,101.97,0.66,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0064
2707,494,23,20,2023-01-12,2023-01-12 14:00:00,2023-01-12 22:00:00,37.39,0.97,7,Material shortage caused brief stoppage.,8.0,0,0.9854,0.0253
2708,159,25,36,2024-09-21,2024-09-21 06:00:00,2024-09-21 14:00:00,95.38,1.74,37,Quality hold pending inspection.,8.0,1,0.9229,0.0179
2709,450,31,76,2024-02-21,2024-02-21 22:00:00,2024-02-22 06:00:00,119.53,0.4,61,None,8.0,1,0.8729,0.0033
2710,109,34,39,2025-11-20,2025-11-20 06:00:00,2025-11-20 14:00:00,43.59,0.39,14,None,8.0,0,0.9708,0.0089
2711,297,2,2,2025-12-01,2025-12-01 06:00:00,2025-12-01 14:00:00,90.58,1.9,18,None,8.0,0,0.9625,0.0205
2712,395,25,77,2024-11-30,2024-11-30 22:00:00,2024-12-01 06:00:00,142.71,1.52,113,Minor tooling adjustment required.,8.0,1,0.7646,0.0105
2713,347,33,74,2024-03-14,2024-03-14 06:00:00,2024-03-14 14:00:00,37.05,0.01,6,Minor tooling adjustment required.,8.0,0,0.9875,0.0003
2714,90,16,55,2023-04-28,2023-04-28 22:00:00,2023-04-29 06:00:00,42.62,2.58,19,Unscheduled machine downtime.,8.0,0,0.9604,0.0571
2715,303,15,49,2023-12-14,2023-12-14 06:00:00,2023-12-14 14:00:00,123.16,2.21,12,Operator changeover mid-shift.,8.0,0,0.975,0.0176
2716,89,13,58,2024-02-11,2024-02-11 14:00:00,2024-02-11 22:00:00,16.06,0.08,7,Quality hold pending inspection.,8.0,0,0.9854,0.005
2717,434,30,69,2025-11-30,2025-11-30 14:00:00,2025-11-30 22:00:00,98.79,0.4,121,Minor tooling adjustment required.,8.0,1,0.7479,0.004
2718,255,34,62,2024-06-21,2024-06-21 06:00:00,2024-06-21 14:00:00,46.74,4.99,17,None,8.0,0,0.9646,0.0965
2719,446,8,60,2023-11-29,2023-11-29 22:00:00,2023-11-30 06:00:00,52.98,1.22,10,None,8.0,0,0.9792,0.0225
2720,310,5,35,2023-03-19,2023-03-19 22:00:00,2023-03-20 06:00:00,66.97,1.22,3,Material shortage caused brief stoppage.,8.0,0,0.9938,0.0179
2721,287,20,60,2023-02-04,2023-02-04 22:00:00,2023-02-05 06:00:00,18.85,0.35,17,Operator changeover mid-shift.,8.0,0,0.9646,0.0182
2722,308,10,43,2023-06-09,2023-06-09 06:00:00,2023-06-09 14:00:00,25.49,0.28,2,Quality hold pending inspection.,8.0,0,0.9958,0.0109
2723,94,19,79,2023-04-17,2023-04-17 14:00:00,2023-04-17 22:00:00,10.3,0.07,18,None,8.0,0,0.9625,0.0068
2724,320,10,17,2025-05-10,2025-05-10 22:00:00,2025-05-11 06:00:00,24.7,0.36,14,None,8.0,0,0.9708,0.0144
2725,118,1,20,2025-02-17,2025-02-17 06:00:00,2025-02-17 14:00:00,24.17,0.18,14,Unscheduled machine downtime.,8.0,0,0.9708,0.0074
2726,331,10,32,2025-02-04,2025-02-04 14:00:00,2025-02-04 22:00:00,63.01,1.22,6,Material shortage caused brief stoppage.,8.0,0,0.9875,0.019
2727,476,29,13,2025-03-17,2025-03-17 14:00:00,2025-03-17 22:00:00,41.71,0.46,0,None,8.0,0,1.0,0.0109
2728,134,31,70,2025-04-07,2025-04-07 14:00:00,2025-04-07 22:00:00,42.59,0.32,0,Quality hold pending inspection.,8.0,0,1.0,0.0075
2729,322,28,66,2023-01-29,2023-01-29 06:00:00,2023-01-29 14:00:00,86.36,1.77,8,Unscheduled machine downtime.,8.0,0,0.9833,0.0201
2730,211,1,46,2024-08-05,2024-08-05 14:00:00,2024-08-05 22:00:00,51.97,0.88,5,None,8.0,0,0.9896,0.0167
2731,266,20,38,2025-08-05,2025-08-05 06:00:00,2025-08-05 14:00:00,115.41,2.12,18,Minor tooling adjustment required.,8.0,0,0.9625,0.018
2732,335,18,54,2024-06-03,2024-06-03 06:00:00,2024-06-03 14:00:00,88.35,1.3,11,Material shortage caused brief stoppage.,8.0,0,0.9771,0.0145
2733,386,3,30,2025-06-27,2025-06-27 06:00:00,2025-06-27 14:00:00,67.18,1.58,12,Material shortage caused brief stoppage.,8.0,0,0.975,0.023
2734,288,16,32,2023-06-03,2023-06-03 14:00:00,2023-06-03 22:00:00,33.36,1.0,14,None,8.0,0,0.9708,0.0291
2735,334,24,38,2023-11-18,2023-11-18 22:00:00,2023-11-19 06:00:00,21.11,0.17,137,Minor tooling adjustment required.,8.0,1,0.7146,0.008
2736,405,28,22,2024-02-15,2024-02-15 06:00:00,2024-02-15 14:00:00,149.52,4.13,41,Unscheduled machine downtime.,8.0,1,0.9146,0.0269
2737,404,22,69,2025-04-30,2025-04-30 14:00:00,2025-04-30 22:00:00,106.87,2.62,16,Minor tooling adjustment required.,8.0,0,0.9667,0.0239
2738,276,22,24,2024-07-30,2024-07-30 22:00:00,2024-07-31 06:00:00,84.65,11.5,18,None,8.0,0,0.9625,0.1196
2739,152,22,62,2025-02-15,2025-02-15 14:00:00,2025-02-15 22:00:00,140.95,4.17,94,Operator changeover mid-shift.,8.0,1,0.8042,0.0287
2740,253,19,37,2025-10-23,2025-10-23 06:00:00,2025-10-23 14:00:00,100.38,0.08,14,None,8.0,0,0.9708,0.0008
2741,436,19,25,2023-03-20,2023-03-20 06:00:00,2023-03-20 14:00:00,135.84,0.24,5,None,8.0,0,0.9896,0.0018
2742,389,18,68,2025-05-23,2025-05-23 22:00:00,2025-05-24 06:00:00,113.44,2.86,219,None,8.0,1,0.5438,0.0246
2743,484,11,14,2025-09-26,2025-09-26 14:00:00,2025-09-26 22:00:00,23.47,4.17,42,Quality hold pending inspection.,8.0,1,0.9125,0.1509
2744,410,20,39,2023-03-07,2023-03-07 14:00:00,2023-03-07 22:00:00,142.59,1.41,10,None,8.0,0,0.9792,0.0098
2745,383,4,47,2023-02-04,2023-02-04 22:00:00,2023-02-05 06:00:00,51.76,0.12,2,Operator changeover mid-shift.,8.0,0,0.9958,0.0023
2746,286,26,7,2023-07-27,2023-07-27 06:00:00,2023-07-27 14:00:00,49.38,0.14,9,Quality hold pending inspection.,8.0,0,0.9812,0.0028
2747,129,33,49,2023-08-21,2023-08-21 06:00:00,2023-08-21 14:00:00,80.57,0.3,138,Quality hold pending inspection.,8.0,1,0.7125,0.0037
2748,394,10,21,2024-07-18,2024-07-18 14:00:00,2024-07-18 22:00:00,35.03,5.01,3,Minor tooling adjustment required.,8.0,0,0.9938,0.1251
2749,436,32,24,2023-03-05,2023-03-05 14:00:00,2023-03-05 22:00:00,63.77,1.72,7,None,8.0,0,0.9854,0.0263
2750,353,11,64,2025-02-24,2025-02-24 14:00:00,2025-02-24 22:00:00,30.73,0.25,5,Unscheduled machine downtime.,8.0,0,0.9896,0.0081
2751,342,24,65,2025-02-27,2025-02-27 06:00:00,2025-02-27 14:00:00,110.2,2.1,16,Minor tooling adjustment required.,8.0,0,0.9667,0.0187
2752,303,22,74,2023-12-21,2023-12-21 06:00:00,2023-12-21 14:00:00,75.81,0.57,236,Operator changeover mid-shift.,8.0,1,0.5083,0.0075
2753,94,19,14,2023-04-20,2023-04-20 14:00:00,2023-04-20 22:00:00,55.87,0.1,10,None,8.0,0,0.9792,0.0018
2754,346,7,32,2023-01-28,2023-01-28 06:00:00,2023-01-28 14:00:00,44.64,7.5,0,Unscheduled machine downtime.,8.0,0,1.0,0.1438
2755,438,26,61,2023-06-28,2023-06-28 06:00:00,2023-06-28 14:00:00,65.56,0.04,15,Minor tooling adjustment required.,8.0,0,0.9688,0.0006
2756,227,32,56,2025-04-19,2025-04-19 22:00:00,2025-04-20 06:00:00,79.28,2.36,9,None,8.0,0,0.9812,0.0289
2757,435,3,23,2025-09-11,2025-09-11 06:00:00,2025-09-11 14:00:00,22.53,0.32,11,None,8.0,0,0.9771,0.014
2758,171,9,32,2025-04-30,2025-04-30 14:00:00,2025-04-30 22:00:00,17.48,1.86,13,Minor tooling adjustment required.,8.0,0,0.9729,0.0962
2759,329,29,43,2023-06-30,2023-06-30 22:00:00,2023-07-01 06:00:00,126.28,1.91,16,Material shortage caused brief stoppage.,8.0,0,0.9667,0.0149
2760,423,1,17,2023-04-18,2023-04-18 14:00:00,2023-04-18 22:00:00,73.25,1.84,12,Quality hold pending inspection.,8.0,0,0.975,0.0245
2761,336,25,17,2025-12-07,2025-12-07 06:00:00,2025-12-07 14:00:00,73.96,14.62,101,None,8.0,1,0.7896,0.165
2762,308,29,44,2023-06-12,2023-06-12 06:00:00,2023-06-12 14:00:00,135.66,0.35,11,None,8.0,0,0.9771,0.0026
2763,186,23,20,2025-10-20,2025-10-20 14:00:00,2025-10-20 22:00:00,45.5,1.33,19,Minor tooling adjustment required.,8.0,0,0.9604,0.0284
2764,28,7,33,2025-10-18,2025-10-18 22:00:00,2025-10-19 06:00:00,92.74,2.15,8,None,8.0,0,0.9833,0.0227
2765,154,14,62,2023-12-12,2023-12-12 14:00:00,2023-12-12 22:00:00,122.37,2.53,6,None,8.0,0,0.9875,0.0203
2766,20,26,35,2023-03-16,2023-03-16 22:00:00,2023-03-17 06:00:00,50.38,1.13,7,None,8.0,0,0.9854,0.0219
2767,86,25,69,2024-07-09,2024-07-09 14:00:00,2024-07-09 22:00:00,55.27,0.75,3,None,8.0,0,0.9938,0.0134
2768,306,7,18,2024-10-05,2024-10-05 06:00:00,2024-10-05 14:00:00,6.9,0.04,133,None,8.0,1,0.7229,0.0058
2769,303,10,55,2023-12-15,2023-12-15 14:00:00,2023-12-15 22:00:00,81.95,0.2,169,Material shortage caused brief stoppage.,8.0,1,0.6479,0.0024
2770,59,29,18,2025-05-12,2025-05-12 06:00:00,2025-05-12 14:00:00,9.15,0.26,0,Minor tooling adjustment required.,8.0,0,1.0,0.0276
